poligono_id,fecha,s1_vv_mean_db,s1_vh_mean_db,s1_cross_ratio,delta_vv_mean_db,n_imagenes_vv,n_imagenes_vh,version_script,fecha_calculo
nu_pora,2021-07,-9.4182205353668,-13.947164440558522,4.528943905191722,-1.1106581444245016,7,7,0.1.0,2026-04-27T06:25:25
nu_pora,2022-07,-9.135768803146174,-13.470717811896606,4.334949008750431,0.2824517322206255,3,3,0.1.0,2026-04-27T06:25:26
nu_pora,2023-07,-8.808201388625951,-13.3449115604813,4.536710171855349,0.32756741452022275,7,7,0.1.0,2026-04-27T06:25:28
nu_pora,2024-07,-8.863200492980166,-13.212847665954166,4.3496471729740005,-0.05499910435421462,7,7,0.1.0,2026-04-27T06:25:28
nu_pora,2025-07,-8.5333827631067,-13.010315972390728,4.476933209284029,0.3298177298734668,8,8,0.1.0,2026-04-27T06:25:30
nu_pora,2026-07,,,,,0,0,0.1.0,2026-04-27T06:25:30
posadas_completa,2018-07,-5.7495748657156645,-15.377493609659204,9.627918743943539,,8,8,0.1.0,2026-04-27T06:28:02
posadas_completa,2019-07,-5.677525960595922,-14.916892598323766,9.239366637727844,0.07204890511974238,2,2,0.1.0,2026-04-27T06:28:14
posadas_completa,2020-07,-4.626911369105381,-14.207075322052242,9.580163952946862,1.0506145914905414,6,6,0.1.0,2026-04-27T06:28:19
posadas_completa,2021-07,-5.910560167293926,-15.034816123992297,9.12425595669837,-1.283648798188545,7,7,0.1.0,2026-04-27T06:28:26
posadas_completa,2022-07,-5.713449484813293,-14.565154760958293,8.851705276145001,0.19711068248063235,3,3,0.1.0,2026-04-27T06:28:38
posadas_completa,2023-07,-5.56232247046893,-14.452198262621078,8.889875792152148,0.1511270143443637,7,7,0.1.0,2026-04-27T06:28:44
posadas_completa,2024-07,-5.401917303277201,-14.326417103749476,8.924499800472276,0.16040516719172881,7,7,0.1.0,2026-04-27T06:28:55
posadas_completa,2025-07,-5.273169224459766,-13.995448503080656,8.72227927862089,0.1287480788174351,8,8,0.1.0,2026-04-27T06:29:09
posadas_completa,2026-07,,,,,0,0,0.1.0,2026-04-27T06:29:19
rocamora,2018-07,-3.506660763985363,-13.529205957157696,10.022545193172334,,8,8,0.1.0,2026-04-27T06:23:21
rocamora,2019-07,-3.0748724317032936,-12.536500084290395,9.4616276525871,0.4317883322820695,2,2,0.1.0,2026-04-27T06:23:24
rocamora,2020-07,-2.6754358931941473,-12.149985266524414,9.474549373330266,0.3994365385091463,6,6,0.1.0,2026-04-27T06:23:25
rocamora,2021-07,-3.255197436952904,-12.901534186787577,9.646336749834674,-0.5797615437587567,7,7,0.1.0,2026-04-27T06:23:26
rocamora,2022-07,-3.0731433688251,-12.583284676557867,9.510141307732766,0.18205406812780378,3,3,0.1.0,2026-04-27T06:23:26
rocamora,2023-07,-3.063337265652061,-12.614599933372117,9.551262667720056,0.009806103173039205,7,7,0.1.0,2026-04-27T06:23:27
rocamora,2024-07,-2.933330850368983,-12.385046123317549,9.451715272948565,0.130006415283078,7,7,0.1.0,2026-04-27T06:23:28
rocamora,2025-07,-2.9411462064431366,-12.210299401386052,9.269153194942916,-0.007815356074153623,8,8,0.1.0,2026-04-27T06:23:29
rocamora,2026-07,,,,,0,0,0.1.0,2026-04-27T06:23:30
san_isidro,2018-07,-9.555099151929134,-15.188692283073626,5.633593131144492,,8,8,0.1.0,2026-04-27T06:24:22
san_isidro,2019-07,-9.03072375062221,-14.742595575923172,5.711871825300962,0.5243754013069246,2,2,0.1.0,2026-04-27T06:24:23
san_isidro,2020-07,-7.572447916072445,-13.897111548459012,6.324663632386567,1.4582758345497648,6,6,0.1.0,2026-04-27T06:24:24
san_isidro,2021-07,-9.363068569876479,-14.817112801055035,5.454044231178557,-1.7906206538040337,7,7,0.1.0,2026-04-27T06:24:25
