poligono_id,anio,built_surface_m2,pop_estimada,pct_built,densidad_pop_km2,area_km2
chacra_32,1995,1224929.96,22304.78,34.4285,6269.09,3.5579
chacra_32,2000,1292713.51,23551.0,36.3336,6619.36,3.5579
chacra_32,2005,1306290.91,22947.85,36.7152,6449.83,3.5579
chacra_32,2010,1319849.89,22010.33,37.0963,6186.33,3.5579
chacra_32,2015,1334156.37,22248.25,37.4984,6253.2,3.5579
chacra_32,2020,1351583.25,23080.15,37.9883,6487.02,3.5579
chacra_32,2025,1351583.25,24157.88,37.9883,6789.93,3.5579
chacra_32,2030,1351583.25,25044.56,37.9883,7039.15,3.5579
bajada_vieja,1975,132891.56,2150.96,23.4713,3799.04,0.5662
bajada_vieja,1980,135429.76,2526.93,23.9196,4463.07,0.5662
bajada_vieja,1985,137967.59,2941.36,24.3678,5195.03,0.5662
bajada_vieja,1990,140508.29,3426.67,24.8166,6052.19,0.5662
bajada_vieja,1995,149062.1,3603.6,26.3274,6364.68,0.5662
bajada_vieja,2000,157772.71,3779.88,27.8658,6676.03,0.5662
bajada_vieja,2005,159197.62,3667.65,28.1175,6477.8,0.5662
bajada_vieja,2010,160628.84,3503.42,28.3703,6187.73,0.5662
bajada_vieja,2015,162362.45,3532.77,28.6765,6239.59,0.5662
bajada_vieja,2020,165387.38,3680.05,29.2107,6499.71,0.5662
bajada_vieja,2025,165387.38,3851.9,29.2107,6803.22,0.5662
bajada_vieja,2030,165387.38,3993.27,29.2107,7052.92,0.5662
villa_bonita,1975,182962.16,2042.15,7.3856,824.35,2.4773
villa_bonita,1980,206559.8,2663.01,8.3381,1074.97,2.4773
villa_bonita,1985,230376.97,3396.83,9.2996,1371.19,2.4773
villa_bonita,1990,254990.3,4307.91,10.2931,1738.96,2.4773
villa_bonita,1995,312718.82,5384.41,12.6234,2173.51,2.4773
villa_bonita,2000,373981.9,6526.86,15.0964,2634.68,2.4773
villa_bonita,2005,434230.06,7284.29,17.5284,2940.43,2.4773
villa_bonita,2010,495977.42,7877.42,20.021,3179.86,2.4773
villa_bonita,2015,555084.93,8794.52,22.407,3550.06,2.4773
villa_bonita,2020,609468.26,9873.4,24.6022,3985.57,2.4773
villa_bonita,2025,618365.35,10372.79,24.9614,4187.15,2.4773
villa_bonita,2030,621134.97,10772.86,25.0732,4348.65,2.4773
itaembe_guazu,1975,65650.65,536.86,0.8591,70.25,7.6417
itaembe_guazu,1980,66838.71,628.54,0.8747,82.25,7.6417
itaembe_guazu,1985,68135.51,729.79,0.8916,95.5,7.6417
itaembe_guazu,1990,69462.41,848.35,0.909,111.01,7.6417
itaembe_guazu,1995,69540.8,848.07,0.91,110.98,7.6417
itaembe_guazu,2000,69626.66,847.44,0.9111,110.9,7.6417
itaembe_guazu,2005,114849.43,1651.72,1.5029,216.14,7.6417
itaembe_guazu,2010,171598.75,2579.22,2.2455,337.52,7.6417
itaembe_guazu,2015,312342.33,4400.69,4.0873,575.87,7.6417
itaembe_guazu,2020,794356.6,9952.15,10.395,1302.34,7.6417
itaembe_guazu,2025,851251.12,10824.29,11.1395,1416.47,7.6417
itaembe_guazu,2030,865312.63,11318.24,11.3235,1481.11,7.6417
posadas_completa,1975,9434772.74,113710.6,8.8623,1068.11,106.4597
posadas_completa,1980,9876683.11,137078.53,9.2774,1287.61,106.4597
posadas_completa,1985,10321819.78,163530.06,9.6955,1536.08,106.4597
posadas_completa,1990,10769540.87,195013.55,10.1161,1831.81,106.4597
posadas_completa,1995,12294428.64,222551.97,11.5484,2090.48,106.4597
posadas_completa,2000,13943910.11,252071.58,13.0978,2367.77,106.4597
posadas_completa,2005,15532020.63,269913.38,14.5896,2535.36,106.4597
posadas_completa,2010,17286786.05,284460.12,16.2379,2672.0,106.4597
posadas_completa,2015,19004352.42,311264.8,17.8512,2923.78,106.4597
posadas_completa,2020,20481725.07,339162.08,19.239,3185.83,106.4597
posadas_completa,2025,20928903.55,359820.09,19.659,3379.87,106.4597
posadas_completa,2030,21046771.82,374185.21,19.7697,3514.81,106.4597
