poligono_id,anio,n_focos,pct_area_afectada
a4_nueva_esperanza,2023,0,0.0
a4_nueva_esperanza,2024,0,0.0
a4_nueva_esperanza,2025,0,0.0
el_laurel,2018,0,0.0
el_laurel,2019,0,0.0
el_laurel,2020,0,0.0
el_laurel,2021,0,0.0
el_laurel,2022,0,0.0
el_laurel,2023,0,0.0
el_laurel,2024,0,0.0
el_laurel,2025,0,0.0
cima_del_sol,2018,0,0.0
cima_del_sol,2019,0,0.0
cima_del_sol,2020,0,0.0
cima_del_sol,2021,0,0.0
cima_del_sol,2022,0,0.0
cima_del_sol,2023,0,0.0
cima_del_sol,2024,0,0.0
cima_del_sol,2025,0,0.0
san_isidro,2018,0,0.0
san_isidro,2019,0,0.0
san_isidro,2020,0,0.0
san_isidro,2021,0,0.0
san_isidro,2022,0,0.0
san_isidro,2023,0,0.0
san_isidro,2024,0,0.0
san_isidro,2025,0,0.0
lomas_de_garupa,2018,0,0.0
lomas_de_garupa,2019,0,0.0
lomas_de_garupa,2020,0,0.0
lomas_de_garupa,2021,0,0.0
lomas_de_garupa,2022,0,0.0
lomas_de_garupa,2023,0,0.0
lomas_de_garupa,2024,0,0.0
lomas_de_garupa,2025,0,0.0
santa_helena,2018,0,0.0
santa_helena,2019,0,0.0
santa_helena,2020,0,0.0
santa_helena,2021,0,0.0
santa_helena,2022,0,0.0
santa_helena,2023,0,0.0
santa_helena,2024,0,0.0
santa_helena,2025,0,0.0
fatima,2018,0,0.0
fatima,2019,0,0.0
fatima,2020,0,0.0
fatima,2021,0,0.0
fatima,2022,0,0.0
fatima,2023,0,0.0
fatima,2024,0,0.0
fatima,2025,0,0.0
don_santiago,2018,0,0.0
don_santiago,2019,0,0.0
don_santiago,2020,0,0.0
don_santiago,2021,0,0.0
don_santiago,2022,0,0.0
don_santiago,2023,0,0.0
don_santiago,2024,0,0.0
don_santiago,2025,0,0.0
nu_pora,2018,0,0.0
nu_pora,2019,0,0.0
nu_pora,2020,0,0.0
nu_pora,2021,0,0.0
nu_pora,2022,0,0.0
nu_pora,2023,0,0.0
nu_pora,2024,0,0.0
nu_pora,2025,0,0.0
miguel_lanus,2018,0,0.0
miguel_lanus,2019,0,0.0
miguel_lanus,2020,0,0.0
miguel_lanus,2021,0,0.0
miguel_lanus,2022,0,0.0
miguel_lanus,2023,0,0.0
miguel_lanus,2024,0,0.0
miguel_lanus,2025,0,0.0
norte,2018,0,0.0
norte,2019,0,0.0
norte,2020,0,0.0
norte,2021,0,0.0
norte,2022,0,0.0
norte,2023,0,0.0
norte,2024,0,0.0
norte,2025,0,0.0
centro,2018,0,0.0
centro,2019,0,0.0
centro,2020,0,0.0
centro,2021,0,0.0
centro,2022,0,0.0
centro,2023,0,0.0
centro,2024,0,0.0
centro,2025,0,0.0
complejo_gervasio_artigas,2018,0,0.0
complejo_gervasio_artigas,2019,0,0.0
complejo_gervasio_artigas,2020,0,0.0
complejo_gervasio_artigas,2021,0,0.0
complejo_gervasio_artigas,2022,0,0.0
complejo_gervasio_artigas,2023,2,48.4807
complejo_gervasio_artigas,2024,0,0.0
complejo_gervasio_artigas,2025,0,0.0
federal,2018,0,0.0
federal,2019,0,0.0
federal,2020,1,44.3178
federal,2021,0,0.0
federal,2022,1,43.425
federal,2023,0,0.0
federal,2024,0,0.0
federal,2025,0,0.0
nemesio_parma,2018,0,0.0
nemesio_parma,2019,0,0.0
nemesio_parma,2020,0,0.0
nemesio_parma,2021,0,0.0
nemesio_parma,2022,0,0.0
nemesio_parma,2023,0,0.0
nemesio_parma,2024,0,0.0
nemesio_parma,2025,0,0.0
villa_cabello,2018,0,0.0
villa_cabello,2019,0,0.0
villa_cabello,2020,0,0.0
villa_cabello,2021,0,0.0
villa_cabello,2022,0,0.0
villa_cabello,2023,0,0.0
villa_cabello,2024,0,0.0
villa_cabello,2025,0,0.0
itaembe_pora,2018,0,0.0
itaembe_pora,2019,0,0.0
itaembe_pora,2020,1,36.363
itaembe_pora,2021,0,0.0
itaembe_pora,2022,1,35.0836
itaembe_pora,2023,0,0.0
itaembe_pora,2024,0,0.0
itaembe_pora,2025,0,0.0
itaembe_mini,2018,0,0.0
itaembe_mini,2019,0,0.0
itaembe_mini,2020,1,101.3717
itaembe_mini,2021,0,0.0
itaembe_mini,2022,0,0.0
itaembe_mini,2023,0,0.0
itaembe_mini,2024,0,0.0
itaembe_mini,2025,0,0.0
aguas_corrientes,2018,0,0.0
aguas_corrientes,2019,0,0.0
aguas_corrientes,2020,0,0.0
aguas_corrientes,2021,0,0.0
aguas_corrientes,2022,0,0.0
aguas_corrientes,2023,0,0.0
aguas_corrientes,2024,0,0.0
aguas_corrientes,2025,0,0.0
chacra_32,2018,0,0.0
chacra_32,2019,0,0.0
chacra_32,2020,0,0.0
chacra_32,2021,0,0.0
chacra_32,2022,0,0.0
chacra_32,2023,0,0.0
chacra_32,2024,0,0.0
chacra_32,2025,0,0.0
bajada_vieja,2018,0,0.0
bajada_vieja,2019,0,0.0
bajada_vieja,2020,0,0.0
bajada_vieja,2021,0,0.0
bajada_vieja,2022,0,0.0
bajada_vieja,2023,0,0.0
bajada_vieja,2024,0,0.0
bajada_vieja,2025,0,0.0
villa_bonita,2018,0,0.0
villa_bonita,2019,0,0.0
villa_bonita,2020,0,0.0
villa_bonita,2021,0,0.0
villa_bonita,2022,0,0.0
villa_bonita,2023,0,0.0
villa_bonita,2024,0,0.0
villa_bonita,2025,0,0.0
itaembe_guazu,2018,11,66.4371
itaembe_guazu,2019,8,75.6515
itaembe_guazu,2020,1,21.8296
itaembe_guazu,2021,0,0.0
itaembe_guazu,2022,0,0.0
itaembe_guazu,2023,0,0.0
itaembe_guazu,2024,0,0.0
itaembe_guazu,2025,0,0.0
posadas_completa,2018,20,9.2273
posadas_completa,2019,11,7.5251
posadas_completa,2020,16,13.7384
posadas_completa,2021,0,0.0
posadas_completa,2022,1,1.5927
posadas_completa,2023,3,3.3055
posadas_completa,2024,8,6.7894
posadas_completa,2025,0,0.0
