poligono_id,anio,precip_mm_anual,precip_mm_verano,precip_mm_invierno
villa_cabello,2018,1689.7,1243.42,471.54
villa_cabello,2019,1962.57,1243.55,910.65
villa_cabello,2020,1375.45,926.97,624.27
villa_cabello,2021,1409.6,841.92,487.91
villa_cabello,2022,1550.86,793.6,745.63
villa_cabello,2023,2278.93,650.62,875.09
villa_cabello,2024,1967.76,1632.75,943.8
villa_cabello,2025,2142.22,848.73,1069.16
itaembe_pora,2018,1729.1,1233.51,485.02
itaembe_pora,2019,1997.22,1266.38,928.59
itaembe_pora,2020,1392.51,946.37,629.49
itaembe_pora,2021,1409.1,858.78,488.28
itaembe_pora,2022,1555.72,793.02,740.36
itaembe_pora,2023,2269.36,653.97,854.41
itaembe_pora,2024,1979.14,1662.87,931.41
itaembe_pora,2025,2170.43,851.97,1097.5
itaembe_mini,2018,1723.64,1238.15,482.33
itaembe_mini,2019,1996.2,1264.51,926.51
itaembe_mini,2020,1396.16,944.08,634.8
itaembe_mini,2021,1409.63,857.32,489.2
itaembe_mini,2022,1554.71,793.68,740.59
itaembe_mini,2023,2263.14,648.51,856.1
itaembe_mini,2024,1973.98,1652.16,930.67
itaembe_mini,2025,2170.17,855.63,1094.74
aguas_corrientes,2018,1687.3,1240.77,470.42
aguas_corrientes,2019,1974.99,1249.8,914.42
aguas_corrientes,2020,1377.23,923.59,630.98
aguas_corrientes,2021,1411.55,842.22,490.07
aguas_corrientes,2022,1549.37,790.81,743.59
aguas_corrientes,2023,2265.33,649.67,872.02
aguas_corrientes,2024,1973.95,1620.17,950.64
aguas_corrientes,2025,2136.92,851.98,1068.39
chacra_32,2018,1693.69,1240.49,472.07
chacra_32,2019,1979.92,1253.28,916.8
chacra_32,2020,1388.62,926.92,639.06
chacra_32,2021,1409.82,844.49,490.32
chacra_32,2022,1551.57,793.19,743.41
chacra_32,2023,2260.68,644.58,869.58
chacra_32,2024,1968.31,1622.45,942.32
chacra_32,2025,2149.2,855.49,1076.4
bajada_vieja,2018,1671.54,1207.53,469.24
bajada_vieja,2019,1952.88,1235.83,916.37
bajada_vieja,2020,1416.75,919.34,661.41
bajada_vieja,2021,1393.81,831.97,489.26
bajada_vieja,2022,1569.95,792.61,755.91
bajada_vieja,2023,2295.38,651.32,899.63
bajada_vieja,2024,1974.75,1623.63,955.13
bajada_vieja,2025,2161.64,859.17,1075.79
villa_bonita,2018,1700.68,1224.2,468.2
villa_bonita,2019,2002.43,1280.37,917.96
villa_bonita,2020,1405.57,933.02,649.95
villa_bonita,2021,1398.37,841.8,486.33
villa_bonita,2022,1554.52,804.07,745.66
villa_bonita,2023,2260.87,630.7,871.78
villa_bonita,2024,1949.23,1638.98,918.85
villa_bonita,2025,2161.26,845.85,1102.37
itaembe_guazu,2018,1718.58,1233.59,481.97
itaembe_guazu,2019,1972.22,1250.12,920.1
itaembe_guazu,2020,1384.61,940.57,621.21
itaembe_guazu,2021,1406.95,854.87,486.51
itaembe_guazu,2022,1557.21,795.93,743.58
itaembe_guazu,2023,2273.03,654.29,858.36
itaembe_guazu,2024,1975.1,1659.73,932.58
itaembe_guazu,2025,2160.81,846.04,1089.86
posadas_completa,2018,1701.3,1238.68,474.94
posadas_completa,2019,1976.41,1252.0,917.63
posadas_completa,2020,1390.87,931.71,635.33
posadas_completa,2021,1408.3,846.48,489.51
posadas_completa,2022,1554.81,796.22,745.03
posadas_completa,2023,2266.77,645.45,867.9
posadas_completa,2024,1966.45,1635.39,935.75
posadas_completa,2025,2158.22,853.08,1084.1
