poligono_id,anio,mes,lst_mean,uhi_vs_rural,uhi_vs_ciudad,uhi_anomalia,lst_rural_baseline,n_observaciones_historico,std_historico,fuente_lst,confianza_cross_sensor
villa_sarita,2022,7,25.83,2.68,0.18,4.46,23.14,1,0.0,landsat,
el_brete,2022,7,25.93,2.78,0.28,3.8,23.14,1,0.0,landsat,
luis_piedrabuena,2022,7,25.81,2.66,0.16,3.62,23.14,1,0.0,landsat,
san_lucas,2022,7,25.83,2.68,0.18,4.25,23.14,1,0.0,landsat,
monsenor_kemerer,2022,7,26.53,3.39,0.88,4.38,23.14,1,0.0,landsat,
rocamora,2022,7,26.84,3.7,1.19,4.88,23.14,1,0.0,landsat,
yacyreta,2022,7,26.9,3.75,1.25,4.99,23.14,1,0.0,landsat,
villa_urquiza,2022,7,27.08,3.93,1.43,4.53,23.14,1,0.0,landsat,
complejo_habitacional_virgen_de_fatima,2022,7,25.46,2.32,-0.19,2.98,23.14,1,0.0,landsat,
a4_nueva_esperanza,2022,7,28.67,5.53,3.02,4.96,23.14,1,0.0,landsat,
el_laurel,2022,7,24.39,1.25,-1.26,3.09,23.14,1,0.0,landsat,
cima_del_sol,2022,7,25.81,2.66,0.16,4.26,23.14,1,0.0,landsat,
san_isidro,2022,7,26.79,3.64,1.14,4.49,23.14,1,0.0,landsat,
lomas_de_garupa,2022,7,24.26,1.12,-1.39,0.72,23.14,1,0.0,landsat,
santa_helena,2022,7,24.65,1.5,-1.0,1.58,23.14,1,0.0,landsat,
fatima,2022,7,24.18,1.04,-1.47,1.95,23.14,1,0.0,landsat,
don_santiago,2022,7,24.03,0.89,-1.62,1.36,23.14,1,0.0,landsat,
nu_pora,2022,7,24.19,1.05,-1.46,1.14,23.14,1,0.0,landsat,
miguel_lanus,2022,7,24.63,1.48,-1.02,2.83,23.14,1,0.0,landsat,
norte,2022,7,22.39,-0.75,-3.26,0.24,23.14,1,0.0,landsat,
centro,2022,7,26.34,3.2,0.69,4.75,23.14,1,0.0,landsat,
complejo_gervasio_artigas,2022,7,22.81,-0.34,-2.84,0.45,23.14,1,0.0,landsat,
federal,2022,7,23.03,-0.11,-2.62,0.02,23.14,1,0.0,landsat,
nemesio_parma,2022,7,25.21,2.07,-0.44,3.54,23.14,1,0.0,landsat,
villa_cabello,2022,7,26.23,3.09,0.58,4.14,23.14,1,0.0,landsat,
itaembe_pora,2022,7,26.63,3.48,0.98,4.22,23.14,1,0.0,landsat,
itaembe_mini,2022,7,26.67,3.53,1.02,3.83,23.14,1,0.0,landsat,
aguas_corrientes,2022,7,26.88,3.73,1.23,4.84,23.14,1,0.0,landsat,
chacra_32,2022,7,26.94,3.8,1.29,4.57,23.14,1,0.0,landsat,
villa_bonita,2022,7,24.6,1.46,-1.05,1.43,23.14,1,0.0,landsat,
itaembe_guazu,2022,7,25.61,2.46,-0.04,3.51,23.14,1,0.0,landsat,
posadas_completa,2022,7,26.0,2.86,0.35,3.94,23.14,1,0.0,landsat,
dm_santa_rita,2022,7,26.65,3.5,1.0,4.33,23.14,1,0.0,landsat,
dm_itaembe_mini_este,2022,7,25.62,2.48,-0.03,3.85,23.14,1,0.0,landsat,
dm_miguel_lanus,2022,7,25.13,1.98,-0.52,3.77,23.14,1,0.0,landsat,
cit_riberas_del_parana,2022,7,26.22,3.07,0.57,4.13,23.14,1,0.0,landsat,
dm_villa_urquiza,2022,7,26.56,3.41,0.91,4.16,23.14,1,0.0,landsat,
dm_santa_rita_suroeste,2022,7,26.53,3.39,0.88,4.55,23.14,1,0.0,landsat,
puerto_canela,2022,7,25.91,2.77,0.26,3.65,23.14,1,0.0,landsat,
villa_dolores,2022,7,26.27,3.12,0.62,4.26,23.14,1,0.0,landsat,
dm_itaembe_mini_este_suroeste,2022,7,26.01,2.87,0.36,4.17,23.14,1,0.0,landsat,
los_patitos,2022,7,25.43,2.28,-0.22,3.92,23.14,1,0.0,landsat,
cit_riberas_del_parana_oeste,2022,7,25.7,2.55,0.05,4.02,23.14,1,0.0,landsat,
san_martin_sureste,2022,7,24.72,1.57,-0.93,1.36,23.14,1,0.0,landsat,
horacio_quiroga,2022,7,23.27,0.12,-2.38,0.69,23.14,1,0.0,landsat,
la_eugenia,2022,7,22.26,-0.88,-3.39,-0.43,23.14,1,0.0,landsat,
dm_villa_urquiza_sureste,2022,7,27.24,4.09,1.59,4.3,23.14,1,0.0,landsat,
el_portal,2022,7,23.55,0.41,-2.1,0.78,23.14,1,0.0,landsat,
porvenir_2,2022,7,25.26,2.12,-0.39,3.71,23.14,1,0.0,landsat,
a_3_2_sector_b,2022,8,24.53,6.62,5.81,2.2,17.91,3,0.73,landsat,
colonia_laosiana,2022,8,17.65,-0.26,-1.07,-4.46,17.91,3,0.52,landsat,
23_de_septiembre,2022,8,19.67,1.76,0.95,-2.84,17.91,3,1.38,landsat,
villa_mola,2022,8,22.23,4.32,3.51,-0.4,17.91,3,0.96,landsat,
san_marcos,2022,8,17.4,-0.51,-1.32,-3.03,17.91,3,0.95,landsat,
las_dolores,2022,8,18.78,0.87,0.06,-3.76,17.91,3,0.89,landsat,
el_palomar,2022,8,18.88,0.97,0.16,-2.68,17.91,3,1.32,landsat,
alta_gracia,2022,8,18.2,0.29,-0.52,-3.24,17.91,3,1.14,landsat,
santa_rita,2022,8,18.55,0.64,-0.17,-3.33,17.91,3,1.16,landsat,
san_martin,2022,8,18.91,1.0,0.19,-2.84,17.91,3,1.19,landsat,
villa_sarita,2022,8,18.46,0.55,-0.26,-2.55,17.91,3,1.21,landsat,
el_brete,2022,8,19.19,1.28,0.47,-2.82,17.91,3,1.09,landsat,
luis_piedrabuena,2022,8,18.45,0.54,-0.27,-3.65,17.91,3,1.12,landsat,
san_lucas,2022,8,18.16,0.25,-0.56,-3.54,17.91,3,0.84,landsat,
monsenor_kemerer,2022,8,19.26,1.35,0.54,-2.88,17.91,3,1.11,landsat,
rocamora,2022,8,18.96,1.05,0.24,-2.66,17.91,3,1.34,landsat,
yacyreta,2022,8,19.12,1.21,0.4,-2.69,17.91,3,1.17,landsat,
villa_urquiza,2022,8,20.0,2.09,1.28,-2.27,17.91,3,1.24,landsat,
complejo_habitacional_virgen_de_fatima,2022,8,18.6,0.69,-0.12,-4.28,17.91,3,0.59,landsat,
a4_nueva_esperanza,2022,8,20.84,2.93,2.12,-3.52,17.91,3,0.5,landsat,
el_laurel,2022,8,17.85,-0.06,-0.87,-2.78,17.91,3,1.11,landsat,
cima_del_sol,2022,8,18.16,0.25,-0.56,-3.53,17.91,3,0.84,landsat,
san_isidro,2022,8,19.27,1.36,0.55,-3.27,17.91,3,0.92,landsat,
lomas_de_garupa,2022,8,17.93,0.02,-0.79,-3.87,17.91,3,1.74,landsat,
santa_helena,2022,8,17.69,-0.22,-1.03,-4.36,17.91,3,0.96,landsat,
fatima,2022,8,17.58,-0.33,-1.14,-4.39,17.91,3,0.77,landsat,
don_santiago,2022,8,16.83,-1.08,-1.89,-3.64,17.91,3,1.64,landsat,
nu_pora,2022,8,17.36,-0.55,-1.36,-3.74,17.91,3,1.54,landsat,
miguel_lanus,2022,8,18.3,0.39,-0.42,-3.8,17.91,3,0.79,landsat,
norte,2022,8,16.68,-1.23,-2.04,-3.37,17.91,3,1.88,landsat,
centro,2022,8,18.77,0.86,0.05,-2.94,17.91,3,1.53,landsat,
complejo_gervasio_artigas,2022,8,17.2,-0.71,-1.52,-3.33,17.91,3,1.85,landsat,
federal,2022,8,17.7,-0.21,-1.02,-3.56,17.91,3,1.88,landsat,
nemesio_parma,2022,8,18.38,0.47,-0.34,-3.8,17.91,3,1.14,landsat,
villa_cabello,2022,8,19.09,1.18,0.37,-2.82,17.91,3,1.02,landsat,
itaembe_pora,2022,8,18.75,0.84,0.03,-3.51,17.91,3,0.93,landsat,
itaembe_mini,2022,8,19.37,1.46,0.65,-3.63,17.91,3,0.92,landsat,
aguas_corrientes,2022,8,19.03,1.12,0.31,-2.68,17.91,3,1.33,landsat,
chacra_32,2022,8,19.32,1.41,0.6,-3.1,17.91,3,1.16,landsat,
villa_bonita,2022,8,17.63,-0.28,-1.09,-3.97,17.91,3,1.24,landsat,
itaembe_guazu,2022,8,18.12,0.21,-0.6,-4.19,17.91,3,0.81,landsat,
posadas_completa,2022,8,18.94,1.03,0.22,-3.17,17.91,3,1.0,landsat,
dm_santa_rita,2022,8,19.08,1.17,0.36,-3.05,17.91,3,1.19,landsat,
dm_itaembe_mini_este,2022,8,18.11,0.2,-0.61,-3.78,17.91,3,0.95,landsat,
dm_miguel_lanus,2022,8,21.07,3.16,2.35,-0.31,17.91,3,0.7,landsat,
cit_riberas_del_parana,2022,8,19.1,1.19,0.38,-2.87,17.91,3,1.17,landsat,
dm_villa_urquiza,2022,8,19.96,2.05,1.24,-2.24,17.91,3,1.13,landsat,
dm_santa_rita_suroeste,2022,8,18.79,0.88,0.07,-3.07,17.91,3,1.28,landsat,
puerto_canela,2022,8,18.75,0.84,0.03,-3.43,17.91,3,1.08,landsat,
villa_dolores,2022,8,18.73,0.82,0.01,-3.58,17.91,3,0.92,landsat,
dm_itaembe_mini_este_suroeste,2022,8,18.36,0.45,-0.36,-3.68,17.91,3,1.0,landsat,
los_patitos,2022,8,17.94,0.03,-0.78,-3.95,17.91,3,0.8,landsat,
cit_riberas_del_parana_oeste,2022,8,18.67,0.76,-0.05,-2.81,17.91,3,1.12,landsat,
san_martin_sureste,2022,8,17.78,-0.13,-0.94,-3.52,17.91,3,1.66,landsat,
horacio_quiroga,2022,8,17.06,-0.85,-1.66,-3.55,17.91,3,1.74,landsat,
la_eugenia,2022,8,17.19,-0.72,-1.53,-3.42,17.91,3,1.86,landsat,
dm_villa_urquiza_sureste,2022,8,22.74,4.83,4.02,-0.18,17.91,3,1.07,landsat,
el_portal,2022,8,17.2,-0.71,-1.52,-3.41,17.91,3,1.8,landsat,
porvenir_2,2022,8,18.02,0.11,-0.7,-3.83,17.91,3,0.82,landsat,
a_3_2_sector_b,2022,9,23.37,-0.91,0.07,-9.46,24.28,4,2.71,landsat,
colonia_laosiana,2022,9,21.69,-2.59,-1.61,-10.46,24.28,4,2.88,landsat,
23_de_septiembre,2022,9,23.51,-0.77,0.21,-10.43,24.28,4,2.7,landsat,
villa_mola,2022,9,23.51,-0.77,0.21,-9.17,24.28,4,2.65,landsat,
san_marcos,2022,9,21.65,-2.63,-1.65,-9.72,24.28,4,2.74,landsat,
las_dolores,2022,9,23.17,-1.11,-0.13,-9.68,24.28,4,2.62,landsat,
el_palomar,2022,9,22.69,-1.59,-0.61,-10.41,24.28,4,2.85,landsat,
alta_gracia,2022,9,22.15,-2.13,-1.15,-10.04,24.28,4,2.69,landsat,
santa_rita,2022,9,22.38,-1.9,-0.92,-10.36,24.28,4,2.81,landsat,
san_martin,2022,9,22.21,-2.07,-1.09,-10.43,24.28,4,2.84,landsat,
villa_sarita,2022,9,21.78,-2.5,-1.52,-9.78,24.28,4,2.83,landsat,
el_brete,2022,9,22.14,-2.14,-1.16,-9.43,24.28,4,2.59,landsat,
luis_piedrabuena,2022,9,22.67,-1.61,-0.63,-9.72,24.28,4,2.59,landsat,
san_lucas,2022,9,22.44,-1.84,-0.86,-9.64,24.28,4,2.7,landsat,
monsenor_kemerer,2022,9,22.84,-1.44,-0.46,-9.77,24.28,4,2.77,landsat,
rocamora,2022,9,22.53,-1.75,-0.77,-10.31,24.28,4,2.83,landsat,
yacyreta,2022,9,22.66,-1.62,-0.64,-10.05,24.28,4,2.83,landsat,
villa_urquiza,2022,9,23.28,-1.0,-0.02,-10.1,24.28,4,2.64,landsat,
complejo_habitacional_virgen_de_fatima,2022,9,26.94,2.66,3.64,-6.32,24.28,4,2.27,landsat,
a4_nueva_esperanza,2022,9,26.15,1.87,2.85,-8.78,24.28,4,2.76,landsat,
el_laurel,2022,9,20.5,-3.78,-2.8,-8.63,24.28,4,2.48,landsat,
cima_del_sol,2022,9,22.43,-1.85,-0.87,-9.24,24.28,4,2.82,landsat,
san_isidro,2022,9,23.53,-0.75,0.23,-9.69,24.28,4,2.65,landsat,
lomas_de_garupa,2022,9,25.67,1.39,2.37,-5.2,24.28,4,3.17,landsat,
santa_helena,2022,9,25.32,1.04,2.02,-6.12,24.28,4,2.81,landsat,
fatima,2022,9,25.42,1.14,2.12,-5.48,24.28,4,2.26,landsat,
don_santiago,2022,9,25.03,0.75,1.73,-4.68,24.28,4,3.18,landsat,
nu_pora,2022,9,25.33,1.05,2.03,-5.03,24.28,4,3.06,landsat,
miguel_lanus,2022,9,24.75,0.47,1.45,-7.45,24.28,4,2.54,landsat,
norte,2022,9,23.94,-0.34,0.64,-4.66,24.28,4,3.05,landsat,
centro,2022,9,21.98,-2.3,-1.32,-10.08,24.28,4,2.93,landsat,
complejo_gervasio_artigas,2022,9,24.58,0.3,1.28,-4.84,24.28,4,3.15,landsat,
federal,2022,9,25.22,0.94,1.92,-4.91,24.28,4,3.17,landsat,
nemesio_parma,2022,9,21.76,-2.52,-1.54,-9.02,24.28,4,2.67,landsat,
villa_cabello,2022,9,22.54,-1.74,-0.76,-9.35,24.28,4,2.64,landsat,
itaembe_pora,2022,9,23.15,-1.13,-0.15,-9.41,24.28,4,2.8,landsat,
itaembe_mini,2022,9,23.67,-0.61,0.37,-9.42,24.28,4,2.71,landsat,
aguas_corrientes,2022,9,22.6,-1.68,-0.7,-10.26,24.28,4,2.86,landsat,
chacra_32,2022,9,23.59,-0.69,0.29,-10.11,24.28,4,2.57,landsat,
villa_bonita,2022,9,25.94,1.66,2.64,-5.07,24.28,4,3.01,landsat,
itaembe_guazu,2022,9,22.13,-2.15,-1.17,-10.72,24.28,4,3.02,landsat,
posadas_completa,2022,9,22.71,-1.57,-0.59,-9.51,24.28,4,2.72,landsat,
dm_santa_rita,2022,9,22.93,-1.35,-0.37,-9.78,24.28,4,2.81,landsat,
dm_itaembe_mini_este,2022,9,22.35,-1.93,-0.95,-9.69,24.28,4,2.73,landsat,
dm_miguel_lanus,2022,9,21.98,-2.3,-1.32,-8.54,24.28,4,2.37,landsat,
cit_riberas_del_parana,2022,9,22.31,-1.97,-0.99,-9.71,24.28,4,2.69,landsat,
dm_villa_urquiza,2022,9,23.31,-0.97,0.01,-9.76,24.28,4,2.61,landsat,
dm_santa_rita_suroeste,2022,9,22.45,-1.83,-0.85,-10.47,24.28,4,2.71,landsat,
puerto_canela,2022,9,22.58,-1.7,-0.72,-9.07,24.28,4,2.67,landsat,
villa_dolores,2022,9,23.19,-1.09,-0.11,-9.85,24.28,4,2.58,landsat,
dm_itaembe_mini_este_suroeste,2022,9,22.59,-1.69,-0.71,-9.48,24.28,4,2.7,landsat,
los_patitos,2022,9,22.22,-2.06,-1.08,-9.38,24.28,4,2.64,landsat,
cit_riberas_del_parana_oeste,2022,9,21.92,-2.36,-1.38,-9.52,24.28,4,2.76,landsat,
san_martin_sureste,2022,9,25.68,1.4,2.38,-5.02,24.28,4,3.16,landsat,
horacio_quiroga,2022,9,24.61,0.33,1.31,-4.7,24.28,4,3.08,landsat,
la_eugenia,2022,9,24.57,0.29,1.27,-4.98,24.28,4,3.19,landsat,
dm_villa_urquiza_sureste,2022,9,23.87,-0.41,0.57,-9.75,24.28,4,2.72,landsat,
el_portal,2022,9,24.94,0.66,1.64,-4.96,24.28,4,3.26,landsat,
porvenir_2,2022,9,21.76,-2.52,-1.54,-9.49,24.28,4,2.55,landsat,
a_3_2_sector_b,2022,10,37.9,4.6,1.58,0.98,33.3,4,3.52,landsat,
colonia_laosiana,2022,10,33.69,0.39,-2.63,0.22,33.3,4,4.08,landsat,
23_de_septiembre,2022,10,40.41,7.11,4.09,1.24,33.3,4,3.25,landsat,
villa_mola,2022,10,38.61,5.31,2.29,1.24,33.3,4,3.61,landsat,
san_marcos,2022,10,36.38,3.08,0.06,1.75,33.3,4,3.91,landsat,
las_dolores,2022,10,34.96,1.66,-1.36,-1.11,33.3,4,4.02,landsat,
el_palomar,2022,10,40.05,6.75,3.73,1.73,33.3,4,3.31,landsat,
alta_gracia,2022,10,37.43,4.13,1.11,0.75,33.3,4,3.21,landsat,
santa_rita,2022,10,37.81,4.51,1.49,0.19,33.3,4,3.18,landsat,
san_martin,2022,10,38.31,5.01,1.99,1.02,33.3,4,3.54,landsat,
villa_sarita,2022,10,38.16,4.86,1.84,1.05,33.3,4,3.27,landsat,
el_brete,2022,10,36.35,3.05,0.03,-0.18,33.3,4,2.92,landsat,
luis_piedrabuena,2022,10,34.0,0.7,-2.32,-1.96,33.3,4,3.63,landsat,
san_lucas,2022,10,35.13,1.83,-1.19,-0.5,33.3,4,3.88,landsat,
monsenor_kemerer,2022,10,37.21,3.91,0.89,-0.14,33.3,4,3.08,landsat,
rocamora,2022,10,39.59,6.29,3.27,1.49,33.3,4,3.52,landsat,
yacyreta,2022,10,37.81,4.51,1.49,0.73,33.3,4,3.61,landsat,
villa_urquiza,2022,10,39.5,6.2,3.18,1.05,33.3,4,3.05,landsat,
complejo_habitacional_virgen_de_fatima,2022,10,38.95,5.65,2.63,0.04,33.3,4,4.26,landsat,
a4_nueva_esperanza,2022,10,42.34,9.04,6.02,2.34,33.3,4,3.54,landsat,
el_laurel,2022,10,33.32,0.02,-3.0,0.63,33.3,4,2.65,landsat,
cima_del_sol,2022,10,35.7,2.4,-0.62,0.79,33.3,4,3.67,landsat,
san_isidro,2022,10,35.82,2.52,-0.5,-2.24,33.3,4,3.74,landsat,
lomas_de_garupa,2022,10,35.53,2.23,-0.79,-0.7,33.3,4,6.86,landsat,
santa_helena,2022,10,37.28,3.98,0.96,-0.22,33.3,4,5.71,landsat,
fatima,2022,10,36.0,2.7,-0.32,0.33,33.3,4,6.02,landsat,
don_santiago,2022,10,36.13,2.83,-0.19,0.07,33.3,4,5.62,landsat,
nu_pora,2022,10,35.88,2.58,-0.44,0.03,33.3,4,6.65,landsat,
miguel_lanus,2022,10,36.97,3.67,0.65,0.65,33.3,4,3.48,landsat,
norte,2022,10,32.94,-0.36,-3.38,-0.93,33.3,4,5.8,landsat,
centro,2022,10,39.63,6.33,3.31,1.92,33.3,4,3.38,landsat,
complejo_gervasio_artigas,2022,10,33.79,0.49,-2.53,-0.44,33.3,4,6.21,landsat,
federal,2022,10,33.81,0.51,-2.51,-0.82,33.3,4,6.7,landsat,
nemesio_parma,2022,10,31.64,-1.66,-4.68,-1.5,33.3,4,3.41,landsat,
villa_cabello,2022,10,35.06,1.76,-1.26,-1.39,33.3,4,3.07,landsat,
itaembe_pora,2022,10,36.58,3.28,0.26,0.22,33.3,4,3.87,landsat,
itaembe_mini,2022,10,36.13,2.83,-0.19,-0.53,33.3,4,3.94,landsat,
aguas_corrientes,2022,10,39.62,6.32,3.3,1.45,33.3,4,3.37,landsat,
chacra_32,2022,10,39.08,5.78,2.76,0.13,33.3,4,3.21,landsat,
villa_bonita,2022,10,36.87,3.57,0.55,-0.48,33.3,4,5.88,landsat,
itaembe_guazu,2022,10,35.27,1.97,-1.05,-0.46,33.3,4,4.32,landsat,
posadas_completa,2022,10,35.38,2.08,-0.94,-0.47,33.3,4,3.68,landsat,
dm_santa_rita,2022,10,36.62,3.32,0.3,-0.43,33.3,4,3.55,landsat,
dm_itaembe_mini_este,2022,10,33.08,-0.22,-3.24,-2.37,33.3,4,3.86,landsat,
dm_miguel_lanus,2022,10,33.65,0.35,-2.67,-0.08,33.3,4,3.36,landsat,
cit_riberas_del_parana,2022,10,36.57,3.27,0.25,-0.18,33.3,4,3.07,landsat,
dm_villa_urquiza,2022,10,38.22,4.92,1.9,-0.0,33.3,4,2.99,landsat,
dm_santa_rita_suroeste,2022,10,37.69,4.39,1.37,0.15,33.3,4,3.39,landsat,
puerto_canela,2022,10,33.46,0.16,-2.86,-1.01,33.3,4,3.91,landsat,
villa_dolores,2022,10,37.58,4.28,1.26,0.36,33.3,4,3.56,landsat,
dm_itaembe_mini_este_suroeste,2022,10,33.31,0.01,-3.01,-1.68,33.3,4,4.19,landsat,
los_patitos,2022,10,32.64,-0.66,-3.68,-1.48,33.3,4,3.73,landsat,
cit_riberas_del_parana_oeste,2022,10,36.0,2.7,-0.32,0.29,33.3,4,3.13,landsat,
san_martin_sureste,2022,10,36.57,3.27,0.25,-0.17,33.3,4,6.2,landsat,
horacio_quiroga,2022,10,34.16,0.86,-2.16,-0.5,33.3,4,6.52,landsat,
la_eugenia,2022,10,34.29,0.99,-2.03,0.07,33.3,4,6.46,landsat,
dm_villa_urquiza_sureste,2022,10,39.3,6.0,2.98,1.36,33.3,4,3.63,landsat,
el_portal,2022,10,35.38,2.08,-0.94,-0.38,33.3,4,6.08,landsat,
porvenir_2,2022,10,31.4,-1.9,-4.92,-2.31,33.3,4,3.91,landsat,
a_3_2_sector_b,2022,11,37.95,4.01,1.13,-2.07,33.94,3,0.28,landsat,
colonia_laosiana,2022,11,33.18,-0.76,-3.64,-1.62,33.94,3,0.16,landsat,
23_de_septiembre,2022,11,39.57,5.63,2.75,-2.97,33.94,3,0.15,landsat,
villa_mola,2022,11,38.0,4.06,1.18,-2.18,33.94,3,0.17,landsat,
san_marcos,2022,11,35.48,1.54,-1.34,-2.1,33.94,3,0.62,landsat,
las_dolores,2022,11,36.83,2.89,0.01,-1.34,33.94,3,0.04,landsat,
el_palomar,2022,11,38.87,4.93,2.05,-3.37,33.94,3,0.67,landsat,
alta_gracia,2022,11,37.45,3.51,0.63,-2.59,33.94,3,0.87,landsat,
santa_rita,2022,11,38.02,4.08,1.2,-2.12,33.94,3,0.25,landsat,
san_martin,2022,11,38.26,4.32,1.44,-2.37,33.94,3,0.32,landsat,
villa_sarita,2022,11,37.28,3.34,0.46,-3.07,33.94,3,1.31,landsat,
el_brete,2022,11,36.38,2.44,-0.44,-2.28,33.94,3,0.39,landsat,
luis_piedrabuena,2022,11,36.59,2.65,-0.23,-2.06,33.94,3,0.46,landsat,
san_lucas,2022,11,36.67,2.73,-0.15,-1.43,33.94,3,0.27,landsat,
monsenor_kemerer,2022,11,37.74,3.8,0.92,-2.49,33.94,3,0.86,landsat,
rocamora,2022,11,38.77,4.83,1.95,-2.37,33.94,3,0.1,landsat,
yacyreta,2022,11,38.76,4.82,1.94,-1.85,33.94,3,0.65,landsat,
villa_urquiza,2022,11,38.57,4.63,1.75,-3.04,33.94,3,0.27,landsat,
complejo_habitacional_virgen_de_fatima,2022,11,39.21,5.27,2.39,-1.77,33.94,3,0.52,landsat,
a4_nueva_esperanza,2022,11,42.09,8.15,5.27,-0.98,33.94,3,0.61,landsat,
el_laurel,2022,11,32.12,-1.82,-4.7,-2.48,33.94,3,0.57,landsat,
cima_del_sol,2022,11,35.76,1.82,-1.06,-1.18,33.94,3,0.17,landsat,
san_isidro,2022,11,39.12,5.18,2.3,-1.58,33.94,3,0.59,landsat,
lomas_de_garupa,2022,11,36.25,2.31,-0.57,-2.53,33.94,3,1.23,landsat,
santa_helena,2022,11,38.18,4.24,1.36,-1.24,33.94,3,0.6,landsat,
fatima,2022,11,35.91,1.97,-0.91,-1.67,33.94,3,0.77,landsat,
don_santiago,2022,11,36.48,2.54,-0.34,-2.1,33.94,3,1.19,landsat,
nu_pora,2022,11,36.44,2.5,-0.38,-1.76,33.94,3,1.03,landsat,
miguel_lanus,2022,11,36.59,2.65,-0.23,-1.59,33.94,3,0.2,landsat,
norte,2022,11,33.12,-0.82,-3.7,-2.07,33.94,3,1.28,landsat,
centro,2022,11,38.32,4.38,1.5,-3.15,33.94,3,0.85,landsat,
complejo_gervasio_artigas,2022,11,34.54,0.6,-2.28,-1.56,33.94,3,1.19,landsat,
federal,2022,11,35.42,1.48,-1.4,-1.69,33.94,3,1.63,landsat,
nemesio_parma,2022,11,31.85,-2.09,-4.97,-1.83,33.94,3,0.07,landsat,
villa_cabello,2022,11,36.77,2.83,-0.05,-2.38,33.94,3,0.86,landsat,
itaembe_pora,2022,11,37.2,3.26,0.38,-1.82,33.94,3,0.47,landsat,
itaembe_mini,2022,11,37.07,3.13,0.25,-2.21,33.94,3,0.54,landsat,
aguas_corrientes,2022,11,38.7,4.76,1.88,-2.77,33.94,3,0.49,landsat,
chacra_32,2022,11,39.42,5.48,2.6,-2.79,33.94,3,0.61,landsat,
villa_bonita,2022,11,37.33,3.39,0.51,-1.53,33.94,3,0.51,landsat,
itaembe_guazu,2022,11,35.97,2.03,-0.85,-1.83,33.94,3,0.61,landsat,
posadas_completa,2022,11,36.37,2.43,-0.45,-1.73,33.94,3,0.42,landsat,
dm_santa_rita,2022,11,37.72,3.78,0.9,-1.94,33.94,3,0.56,landsat,
dm_itaembe_mini_este,2022,11,36.23,2.29,-0.59,-1.41,33.94,3,0.23,landsat,
dm_miguel_lanus,2022,11,34.17,0.23,-2.65,-1.63,33.94,3,0.41,landsat,
cit_riberas_del_parana,2022,11,37.05,3.11,0.23,-2.3,33.94,3,0.44,landsat,
dm_villa_urquiza,2022,11,38.39,4.45,1.57,-2.84,33.94,3,0.41,landsat,
dm_santa_rita_suroeste,2022,11,38.2,4.26,1.38,-2.36,33.94,3,0.47,landsat,
puerto_canela,2022,11,35.29,1.35,-1.53,-1.19,33.94,3,0.41,landsat,
villa_dolores,2022,11,37.92,3.98,1.1,-2.3,33.94,3,0.61,landsat,
dm_itaembe_mini_este_suroeste,2022,11,35.98,2.04,-0.84,-1.14,33.94,3,0.38,landsat,
los_patitos,2022,11,34.87,0.93,-1.95,-0.78,33.94,3,0.2,landsat,
cit_riberas_del_parana_oeste,2022,11,36.09,2.15,-0.73,-2.27,33.94,3,0.78,landsat,
san_martin_sureste,2022,11,36.98,3.04,0.16,-2.34,33.94,3,1.43,landsat,
horacio_quiroga,2022,11,34.84,0.9,-1.98,-2.06,33.94,3,1.38,landsat,
la_eugenia,2022,11,34.7,0.76,-2.12,-2.03,33.94,3,1.05,landsat,
dm_villa_urquiza_sureste,2022,11,38.5,4.56,1.68,-2.25,33.94,3,0.31,landsat,
el_portal,2022,11,36.02,2.08,-0.8,-2.11,33.94,3,1.34,landsat,
porvenir_2,2022,11,34.54,0.6,-2.28,-1.11,33.94,3,0.33,landsat,
a_3_2_sector_b,2022,12,42.26,2.06,0.81,-0.79,40.2,4,0.95,landsat,
colonia_laosiana,2022,12,36.36,-3.84,-5.09,-2.6,40.2,4,2.33,landsat,
23_de_septiembre,2022,12,45.04,4.84,3.59,0.19,40.2,4,0.8,landsat,
villa_mola,2022,12,43.64,3.44,2.19,-0.08,40.2,4,0.87,landsat,
san_marcos,2022,12,39.95,-0.25,-1.5,-1.2,40.2,4,1.56,landsat,
las_dolores,2022,12,41.87,1.67,0.42,-0.15,40.2,4,1.75,landsat,
el_palomar,2022,12,44.95,4.75,3.5,0.8,40.2,4,0.88,landsat,
alta_gracia,2022,12,42.82,2.62,1.37,0.66,40.2,4,1.12,landsat,
santa_rita,2022,12,44.37,4.17,2.92,1.2,40.2,4,1.13,landsat,
san_martin,2022,12,43.67,3.47,2.22,0.4,40.2,4,0.82,landsat,
villa_sarita,2022,12,42.58,2.38,1.13,0.33,40.2,4,1.37,landsat,
el_brete,2022,12,41.12,0.92,-0.33,-0.12,40.2,4,1.17,landsat,
luis_piedrabuena,2022,12,41.93,1.73,0.48,0.31,40.2,4,1.32,landsat,
san_lucas,2022,12,40.8,0.6,-0.65,-1.19,40.2,4,1.49,landsat,
monsenor_kemerer,2022,12,44.0,3.8,2.55,1.33,40.2,4,1.14,landsat,
rocamora,2022,12,44.54,4.34,3.09,0.97,40.2,4,1.07,landsat,
yacyreta,2022,12,43.99,3.79,2.54,0.78,40.2,4,0.93,landsat,
villa_urquiza,2022,12,44.13,3.93,2.68,0.1,40.2,4,0.72,landsat,
complejo_habitacional_virgen_de_fatima,2022,12,43.39,3.19,1.94,-0.58,40.2,4,1.2,landsat,
