poligono_id,anio,mes,lst_mean,uhi_vs_rural,uhi_vs_ciudad,uhi_anomalia,lst_rural_baseline,n_observaciones_historico,std_historico,fuente_lst,confianza_cross_sensor
a_3_2_sector_b,2019,12,42.46,4.47,1.61,0.36,37.99,1,0.0,landsat,
colonia_laosiana,2019,12,36.67,-1.32,-4.18,-1.93,37.99,1,0.0,landsat,
23_de_septiembre,2019,12,44.94,6.94,4.09,0.96,37.99,1,0.0,landsat,
villa_mola,2019,12,43.42,5.43,2.57,0.51,37.99,1,0.0,landsat,
san_marcos,2019,12,39.18,1.19,-1.67,-1.44,37.99,1,0.0,landsat,
las_dolores,2019,12,39.64,1.65,-1.21,-2.22,37.99,1,0.0,landsat,
el_palomar,2019,12,44.34,6.35,3.49,1.16,37.99,1,0.0,landsat,
alta_gracia,2019,12,41.56,3.57,0.71,0.55,37.99,1,0.0,landsat,
santa_rita,2019,12,42.27,4.28,1.42,-0.45,37.99,1,0.0,landsat,
san_martin,2019,12,42.82,4.83,1.97,-0.12,37.99,1,0.0,landsat,
villa_sarita,2019,12,42.68,4.69,1.83,2.55,37.99,1,0.0,landsat,
el_brete,2019,12,40.62,2.62,-0.23,0.39,37.99,1,0.0,landsat,
luis_piedrabuena,2019,12,40.36,2.37,-0.49,-0.74,37.99,1,0.0,landsat,
san_lucas,2019,12,40.25,2.26,-0.6,-1.15,37.99,1,0.0,landsat,
monsenor_kemerer,2019,12,41.92,3.93,1.07,0.11,37.99,1,0.0,landsat,
rocamora,2019,12,43.68,5.69,2.83,1.43,37.99,1,0.0,landsat,
yacyreta,2019,12,42.6,4.61,1.75,-0.04,37.99,1,0.0,landsat,
villa_urquiza,2019,12,43.91,5.91,3.06,0.54,37.99,1,0.0,landsat,
complejo_habitacional_virgen_de_fatima,2019,12,42.73,4.73,1.88,-0.79,37.99,1,0.0,landsat,
a4_nueva_esperanza,2019,12,45.3,7.3,4.45,0.42,37.99,1,0.0,landsat,
el_laurel,2019,12,35.73,-2.27,-5.12,-0.33,37.99,1,0.0,landsat,
cima_del_sol,2019,12,38.87,0.88,-1.98,-1.74,37.99,1,0.0,landsat,
san_isidro,2019,12,42.08,4.09,1.23,-1.31,37.99,1,0.0,landsat,
lomas_de_garupa,2019,12,41.18,3.19,0.33,0.6,37.99,1,0.0,landsat,
santa_helena,2019,12,40.39,2.4,-0.46,-2.95,37.99,1,0.0,landsat,
fatima,2019,12,38.77,0.78,-2.08,-2.31,37.99,1,0.0,landsat,
don_santiago,2019,12,39.5,1.51,-1.35,-1.55,37.99,1,0.0,landsat,
nu_pora,2019,12,39.37,1.38,-1.48,-1.73,37.99,1,0.0,landsat,
miguel_lanus,2019,12,40.33,2.34,-0.52,-1.43,37.99,1,0.0,landsat,
norte,2019,12,37.66,-0.34,-3.19,1.79,37.99,1,0.0,landsat,
centro,2019,12,43.38,5.39,2.53,1.47,37.99,1,0.0,landsat,
complejo_gervasio_artigas,2019,12,38.81,0.82,-2.04,2.51,37.99,1,0.0,landsat,
federal,2019,12,40.1,2.11,-0.75,2.98,37.99,1,0.0,landsat,
nemesio_parma,2019,12,35.72,-2.27,-5.13,-1.64,37.99,1,0.0,landsat,
villa_cabello,2019,12,40.71,2.72,-0.14,0.05,37.99,1,0.0,landsat,
itaembe_pora,2019,12,40.82,2.83,-0.03,-0.49,37.99,1,0.0,landsat,
itaembe_mini,2019,12,41.01,3.02,0.16,-0.74,37.99,1,0.0,landsat,
aguas_corrientes,2019,12,43.76,5.76,2.91,1.34,37.99,1,0.0,landsat,
chacra_32,2019,12,44.26,6.26,3.41,0.76,37.99,1,0.0,landsat,
villa_bonita,2019,12,40.41,2.41,-0.44,-2.62,37.99,1,0.0,landsat,
itaembe_guazu,2019,12,40.5,2.51,-0.35,-0.42,37.99,1,0.0,landsat,
posadas_completa,2019,12,40.03,2.04,-0.82,-0.85,37.99,1,0.0,landsat,
dm_santa_rita,2019,12,41.68,3.69,0.83,-0.08,37.99,1,0.0,landsat,
dm_itaembe_mini_este,2019,12,39.43,1.44,-1.42,-1.24,37.99,1,0.0,landsat,
dm_miguel_lanus,2019,12,38.11,0.12,-2.74,-0.66,37.99,1,0.0,landsat,
cit_riberas_del_parana,2019,12,41.49,3.5,0.64,0.69,37.99,1,0.0,landsat,
dm_villa_urquiza,2019,12,43.57,5.58,2.72,0.88,37.99,1,0.0,landsat,
dm_santa_rita_suroeste,2019,12,42.78,4.79,1.93,0.78,37.99,1,0.0,landsat,
puerto_canela,2019,12,38.17,0.18,-2.68,-1.57,37.99,1,0.0,landsat,
villa_dolores,2019,12,42.37,4.38,1.52,0.03,37.99,1,0.0,landsat,
dm_itaembe_mini_este_suroeste,2019,12,39.4,1.41,-1.45,-0.82,37.99,1,0.0,landsat,
los_patitos,2019,12,37.24,-0.75,-3.61,-3.13,37.99,1,0.0,landsat,
cit_riberas_del_parana_oeste,2019,12,40.05,2.05,-0.8,-0.13,37.99,1,0.0,landsat,
san_martin_sureste,2019,12,42.03,4.04,1.18,1.93,37.99,1,0.0,landsat,
horacio_quiroga,2019,12,39.66,1.66,-1.19,2.19,37.99,1,0.0,landsat,
la_eugenia,2019,12,38.22,0.23,-2.63,-2.22,37.99,1,0.0,landsat,
dm_villa_urquiza_sureste,2019,12,43.76,5.76,2.91,-0.19,37.99,1,0.0,landsat,
el_portal,2019,12,39.8,1.8,-1.05,-0.4,37.99,1,0.0,landsat,
porvenir_2,2019,12,37.7,-0.29,-3.15,-2.22,37.99,1,0.0,landsat,
a_3_2_sector_b,2020,2,38.15,4.06,1.68,2.93,34.1,1,0.0,landsat,
colonia_laosiana,2020,2,33.7,-0.39,-2.77,1.82,34.1,1,0.0,landsat,
23_de_septiembre,2020,2,38.5,4.41,2.03,0.29,34.1,1,0.0,landsat,
villa_mola,2020,2,37.82,3.73,1.35,0.58,34.1,1,0.0,landsat,
san_marcos,2020,2,35.47,1.38,-1.0,2.11,34.1,1,0.0,landsat,
las_dolores,2020,2,36.75,2.66,0.28,2.07,34.1,1,0.0,landsat,
el_palomar,2020,2,37.9,3.8,1.43,0.67,34.1,1,0.0,landsat,
alta_gracia,2020,2,36.71,2.62,0.24,1.35,34.1,1,0.0,landsat,
santa_rita,2020,2,36.66,2.56,0.19,0.86,34.1,1,0.0,landsat,
san_martin,2020,2,36.81,2.72,0.34,0.43,34.1,1,0.0,landsat,
villa_sarita,2020,2,36.82,2.73,0.35,1.58,34.1,1,0.0,landsat,
el_brete,2020,2,35.93,1.84,-0.54,1.33,34.1,1,0.0,landsat,
luis_piedrabuena,2020,2,36.27,2.18,-0.2,1.75,34.1,1,0.0,landsat,
san_lucas,2020,2,36.23,2.13,-0.24,1.89,34.1,1,0.0,landsat,
monsenor_kemerer,2020,2,36.28,2.19,-0.19,0.75,34.1,1,0.0,landsat,
rocamora,2020,2,37.45,3.36,0.98,0.42,34.1,1,0.0,landsat,
yacyreta,2020,2,36.65,2.55,0.18,0.54,34.1,1,0.0,landsat,
villa_urquiza,2020,2,37.95,3.86,1.48,0.74,34.1,1,0.0,landsat,
complejo_habitacional_virgen_de_fatima,2020,2,39.06,4.97,2.59,2.38,34.1,1,0.0,landsat,
a4_nueva_esperanza,2020,2,39.64,5.55,3.17,0.96,34.1,1,0.0,landsat,
el_laurel,2020,2,32.36,-1.73,-4.11,1.46,34.1,1,0.0,landsat,
cima_del_sol,2020,2,35.94,1.84,-0.53,2.14,34.1,1,0.0,landsat,
san_isidro,2020,2,38.81,4.72,2.34,2.54,34.1,1,0.0,landsat,
lomas_de_garupa,2020,2,37.38,3.29,0.91,2.93,34.1,1,0.0,landsat,
santa_helena,2020,2,38.23,4.13,1.76,3.42,34.1,1,0.0,landsat,
fatima,2020,2,36.66,2.56,0.19,2.96,34.1,1,0.0,landsat,
don_santiago,2020,2,36.5,2.41,0.03,2.9,34.1,1,0.0,landsat,
nu_pora,2020,2,37.22,3.12,0.75,3.58,34.1,1,0.0,landsat,
miguel_lanus,2020,2,37.26,3.16,0.79,3.09,34.1,1,0.0,landsat,
norte,2020,2,32.89,-1.2,-3.58,-2.48,34.1,1,0.0,landsat,
centro,2020,2,37.44,3.34,0.97,1.51,34.1,1,0.0,landsat,
complejo_gervasio_artigas,2020,2,33.8,-0.3,-2.67,-1.51,34.1,1,0.0,landsat,
federal,2020,2,34.56,0.47,-1.91,-0.36,34.1,1,0.0,landsat,
nemesio_parma,2020,2,32.39,-1.7,-4.08,0.4,34.1,1,0.0,landsat,
villa_cabello,2020,2,35.73,1.63,-0.74,0.69,34.1,1,0.0,landsat,
itaembe_pora,2020,2,36.87,2.77,0.4,2.02,34.1,1,0.0,landsat,
itaembe_mini,2020,2,37.2,3.11,0.73,1.76,34.1,1,0.0,landsat,
aguas_corrientes,2020,2,37.73,3.63,1.26,1.03,34.1,1,0.0,landsat,
chacra_32,2020,2,38.42,4.33,1.95,1.09,34.1,1,0.0,landsat,
villa_bonita,2020,2,37.82,3.73,1.35,2.94,34.1,1,0.0,landsat,
itaembe_guazu,2020,2,36.58,2.48,0.11,1.28,34.1,1,0.0,landsat,
posadas_completa,2020,2,36.05,1.95,-0.42,1.47,34.1,1,0.0,landsat,
dm_santa_rita,2020,2,36.31,2.22,-0.16,0.79,34.1,1,0.0,landsat,
dm_itaembe_mini_este,2020,2,36.38,2.29,-0.09,2.4,34.1,1,0.0,landsat,
dm_miguel_lanus,2020,2,35.19,1.09,-1.28,2.09,34.1,1,0.0,landsat,
cit_riberas_del_parana,2020,2,36.49,2.4,0.02,1.62,34.1,1,0.0,landsat,
dm_villa_urquiza,2020,2,37.85,3.76,1.38,1.03,34.1,1,0.0,landsat,
dm_santa_rita_suroeste,2020,2,37.01,2.91,0.54,1.03,34.1,1,0.0,landsat,
puerto_canela,2020,2,34.63,0.54,-1.84,0.65,34.1,1,0.0,landsat,
villa_dolores,2020,2,37.36,3.27,0.89,1.43,34.1,1,0.0,landsat,
dm_itaembe_mini_este_suroeste,2020,2,35.87,1.77,-0.6,1.98,34.1,1,0.0,landsat,
los_patitos,2020,2,35.06,0.97,-1.41,2.34,34.1,1,0.0,landsat,
cit_riberas_del_parana_oeste,2020,2,35.09,1.0,-1.38,1.33,34.1,1,0.0,landsat,
san_martin_sureste,2020,2,36.93,2.84,0.46,0.4,34.1,1,0.0,landsat,
horacio_quiroga,2020,2,34.96,0.87,-1.51,-0.02,34.1,1,0.0,landsat,
la_eugenia,2020,2,33.69,-0.41,-2.78,1.4,34.1,1,0.0,landsat,
dm_villa_urquiza_sureste,2020,2,38.27,4.18,1.8,1.06,34.1,1,0.0,landsat,
el_portal,2020,2,36.53,2.44,0.06,3.26,34.1,1,0.0,landsat,
porvenir_2,2020,2,35.81,1.72,-0.66,3.25,34.1,1,0.0,landsat,
a_3_2_sector_b,2020,3,33.36,6.58,1.07,-1.39,26.78,2,1.49,landsat,
colonia_laosiana,2020,3,31.7,4.92,-0.59,1.98,26.78,2,3.19,landsat,
23_de_septiembre,2020,3,35.04,8.26,2.75,-1.65,26.78,2,1.59,landsat,
villa_mola,2020,3,35.36,8.58,3.07,-0.53,26.78,2,1.11,landsat,
san_marcos,2020,3,31.25,4.47,-1.04,-1.69,26.78,2,1.84,landsat,
las_dolores,2020,3,33.56,6.78,1.27,-0.92,26.78,2,0.87,landsat,
el_palomar,2020,3,34.41,7.63,2.12,-1.5,26.78,2,1.63,landsat,
alta_gracia,2020,3,32.65,5.87,0.36,-1.63,26.78,2,1.54,landsat,
santa_rita,2020,3,35.04,8.26,2.75,0.29,26.78,2,1.58,landsat,
san_martin,2020,3,33.97,7.19,1.68,-1.22,26.78,2,1.43,landsat,
villa_sarita,2020,3,34.34,7.56,2.05,1.9,26.78,2,3.71,landsat,
el_brete,2020,3,33.8,7.02,1.51,1.08,26.78,2,2.85,landsat,
luis_piedrabuena,2020,3,32.72,5.94,0.43,-1.0,26.78,2,1.91,landsat,
san_lucas,2020,3,32.39,5.61,0.1,-1.34,26.78,2,1.48,landsat,
monsenor_kemerer,2020,3,34.03,7.25,1.74,1.59,26.78,2,3.74,landsat,
rocamora,2020,3,34.24,7.46,1.95,-1.27,26.78,2,1.48,landsat,
yacyreta,2020,3,33.78,7.0,1.49,-1.26,26.78,2,1.35,landsat,
villa_urquiza,2020,3,34.8,8.02,2.51,-1.04,26.78,2,1.56,landsat,
complejo_habitacional_virgen_de_fatima,2020,3,34.12,7.34,1.83,-1.52,26.78,2,1.19,landsat,
a4_nueva_esperanza,2020,3,35.97,9.19,3.68,-1.42,26.78,2,1.14,landsat,
el_laurel,2020,3,30.56,3.78,-1.73,0.02,26.78,2,1.81,landsat,
cima_del_sol,2020,3,32.02,5.24,-0.27,-1.27,26.78,2,1.32,landsat,
san_isidro,2020,3,35.52,8.74,3.23,0.15,26.78,2,1.53,landsat,
lomas_de_garupa,2020,3,29.63,2.85,-2.66,-4.24,26.78,2,1.33,landsat,
santa_helena,2020,3,34.26,7.48,1.97,-0.05,26.78,2,1.34,landsat,
fatima,2020,3,31.59,4.81,-0.7,-1.68,26.78,2,1.34,landsat,
don_santiago,2020,3,31.71,4.93,-0.58,-1.33,26.78,2,1.33,landsat,
nu_pora,2020,3,31.92,5.14,-0.37,-1.56,26.78,2,1.43,landsat,
miguel_lanus,2020,3,32.61,5.83,0.32,-1.31,26.78,2,1.37,landsat,
norte,2020,3,23.11,-3.67,-9.18,-7.71,26.78,2,1.21,landsat,
centro,2020,3,33.97,7.19,1.68,-1.08,26.78,2,1.8,landsat,
complejo_gervasio_artigas,2020,3,20.4,-6.38,-11.89,-11.11,26.78,2,1.13,landsat,
federal,2020,3,17.9,-8.88,-14.39,-14.45,26.78,2,1.3,landsat,
nemesio_parma,2020,3,31.86,5.08,-0.43,0.93,26.78,2,2.09,landsat,
villa_cabello,2020,3,34.27,7.49,1.98,1.78,26.78,2,2.97,landsat,
itaembe_pora,2020,3,33.68,6.9,1.39,2.22,26.78,2,4.3,landsat,
itaembe_mini,2020,3,34.5,7.72,2.21,1.46,26.78,2,3.21,landsat,
aguas_corrientes,2020,3,34.4,7.62,2.11,-1.27,26.78,2,1.48,landsat,
chacra_32,2020,3,34.7,7.92,2.41,-1.39,26.78,2,1.55,landsat,
villa_bonita,2020,3,32.5,5.72,0.21,-1.7,26.78,2,1.31,landsat,
itaembe_guazu,2020,3,34.01,7.23,1.72,1.52,26.78,2,3.56,landsat,
posadas_completa,2020,3,33.27,6.49,0.98,0.12,26.78,2,2.14,landsat,
dm_santa_rita,2020,3,34.68,7.9,2.39,0.16,26.78,2,1.55,landsat,
dm_itaembe_mini_este,2020,3,33.62,6.84,1.33,0.65,26.78,2,2.17,landsat,
dm_miguel_lanus,2020,3,31.58,4.8,-0.71,-0.75,26.78,2,0.97,landsat,
cit_riberas_del_parana,2020,3,33.9,7.12,1.61,0.4,26.78,2,2.39,landsat,
dm_villa_urquiza,2020,3,34.44,7.66,2.15,-1.12,26.78,2,1.56,landsat,
dm_santa_rita_suroeste,2020,3,34.12,7.34,1.83,-0.86,26.78,2,1.58,landsat,
puerto_canela,2020,3,32.93,6.15,0.64,1.09,26.78,2,2.51,landsat,
villa_dolores,2020,3,33.48,6.7,1.19,-1.49,26.78,2,1.57,landsat,
dm_itaembe_mini_este_suroeste,2020,3,33.33,6.55,1.04,1.7,26.78,2,3.2,landsat,
los_patitos,2020,3,31.74,4.96,-0.55,-0.68,26.78,2,1.2,landsat,
cit_riberas_del_parana_oeste,2020,3,32.89,6.11,0.6,0.1,26.78,2,2.12,landsat,
san_martin_sureste,2020,3,23.48,-3.3,-8.81,-10.37,26.78,2,1.29,landsat,
horacio_quiroga,2020,3,22.12,-4.66,-10.17,-10.1,26.78,2,1.46,landsat,
la_eugenia,2020,3,31.69,4.91,-0.6,-0.33,26.78,2,1.15,landsat,
dm_villa_urquiza_sureste,2020,3,35.68,8.9,3.39,-0.6,26.78,2,1.44,landsat,
el_portal,2020,3,28.49,1.71,-3.8,-4.2,26.78,2,1.26,landsat,
porvenir_2,2020,3,32.04,5.26,-0.25,-0.16,26.78,2,1.43,landsat,
a_3_2_sector_b,2020,4,26.46,2.05,0.76,-6.07,24.41,2,1.8,landsat,
colonia_laosiana,2020,4,24.9,0.49,-0.8,-4.58,24.41,2,2.17,landsat,
23_de_septiembre,2020,4,26.81,2.4,1.11,-9.55,24.41,2,0.83,landsat,
villa_mola,2020,4,27.55,3.14,1.85,-8.01,24.41,2,0.75,landsat,
san_marcos,2020,4,24.61,0.2,-1.09,-6.08,24.41,2,2.23,landsat,
las_dolores,2020,4,26.16,1.75,0.46,-6.23,24.41,2,1.38,landsat,
el_palomar,2020,4,25.98,1.57,0.28,-8.03,24.41,2,0.62,landsat,
alta_gracia,2020,4,25.22,0.81,-0.48,-6.07,24.41,2,2.26,landsat,
santa_rita,2020,4,26.06,1.65,0.36,-7.06,24.41,2,0.89,landsat,
san_martin,2020,4,26.06,1.65,0.36,-7.96,24.41,2,0.01,landsat,
villa_sarita,2020,4,25.47,1.06,-0.23,-7.34,24.41,2,0.57,landsat,
el_brete,2020,4,26.39,1.98,0.69,-5.34,24.41,2,1.85,landsat,
luis_piedrabuena,2020,4,25.71,1.3,0.01,-5.48,24.41,2,2.4,landsat,
san_lucas,2020,4,25.51,1.1,-0.19,-5.88,24.41,2,2.21,landsat,
monsenor_kemerer,2020,4,26.31,1.9,0.61,-5.55,24.41,2,2.24,landsat,
rocamora,2020,4,26.04,1.63,0.34,-9.19,24.41,2,0.83,landsat,
yacyreta,2020,4,25.94,1.53,0.24,-7.04,24.41,2,1.11,landsat,
villa_urquiza,2020,4,26.59,2.18,0.89,-5.97,24.41,2,2.25,landsat,
complejo_habitacional_virgen_de_fatima,2020,4,27.31,2.9,1.61,-5.94,24.41,2,1.6,landsat,
a4_nueva_esperanza,2020,4,28.75,4.34,3.05,-7.22,24.41,2,0.32,landsat,
el_laurel,2020,4,24.11,-0.3,-1.59,-3.87,24.41,2,2.95,landsat,
cima_del_sol,2020,4,25.07,0.66,-0.63,-7.64,24.41,2,0.34,landsat,
san_isidro,2020,4,27.02,2.61,1.32,-5.9,24.41,2,1.57,landsat,
lomas_de_garupa,2020,4,25.6,1.19,-0.1,-6.61,24.41,2,1.97,landsat,
santa_helena,2020,4,25.55,1.14,-0.15,-7.78,24.41,2,0.58,landsat,
fatima,2020,4,25.26,0.85,-0.44,-6.14,24.41,2,1.94,landsat,
don_santiago,2020,4,23.88,-0.53,-1.82,-7.67,24.41,2,1.28,landsat,
nu_pora,2020,4,24.26,-0.15,-1.44,-7.51,24.41,2,1.59,landsat,
miguel_lanus,2020,4,25.95,1.54,0.25,-5.79,24.41,2,1.94,landsat,
norte,2020,4,22.89,-1.52,-2.81,-8.55,24.41,2,1.3,landsat,
centro,2020,4,25.41,1.0,-0.29,-9.22,24.41,2,0.91,landsat,
complejo_gervasio_artigas,2020,4,23.55,-0.86,-2.15,-7.94,24.41,2,1.62,landsat,
federal,2020,4,24.79,0.38,-0.91,-6.53,24.41,2,2.62,landsat,
nemesio_parma,2020,4,25.16,0.75,-0.54,-4.05,24.41,2,2.71,landsat,
villa_cabello,2020,4,26.16,1.75,0.46,-5.18,24.41,2,2.02,landsat,
itaembe_pora,2020,4,26.22,1.81,0.52,-7.81,24.41,2,0.37,landsat,
itaembe_mini,2020,4,26.81,2.4,1.11,-7.7,24.41,2,0.5,landsat,
aguas_corrientes,2020,4,26.15,1.74,0.45,-9.12,24.41,2,0.79,landsat,
chacra_32,2020,4,26.85,2.44,1.15,-6.16,24.41,2,1.99,landsat,
villa_bonita,2020,4,24.92,0.51,-0.78,-8.17,24.41,2,0.95,landsat,
itaembe_guazu,2020,4,26.83,2.42,1.13,-4.8,24.41,2,2.81,landsat,
posadas_completa,2020,4,25.86,1.45,0.16,-6.12,24.41,2,1.47,landsat,
dm_santa_rita,2020,4,26.38,1.97,0.68,-5.78,24.41,2,1.7,landsat,
dm_itaembe_mini_este,2020,4,25.48,1.07,-0.22,-7.19,24.41,2,0.4,landsat,
dm_miguel_lanus,2020,4,25.35,0.94,-0.35,-5.09,24.41,2,1.73,landsat,
cit_riberas_del_parana,2020,4,26.16,1.75,0.46,-7.3,24.41,2,0.28,landsat,
dm_villa_urquiza,2020,4,26.56,2.15,0.86,-7.05,24.41,2,1.17,landsat,
dm_santa_rita_suroeste,2020,4,26.1,1.69,0.4,-7.37,24.41,2,0.66,landsat,
puerto_canela,2020,4,25.65,1.24,-0.05,-5.7,24.41,2,1.4,landsat,
villa_dolores,2020,4,26.25,1.84,0.55,-5.77,24.41,2,2.45,landsat,
dm_itaembe_mini_este_suroeste,2020,4,25.78,1.37,0.08,-6.09,24.41,2,1.1,landsat,
los_patitos,2020,4,24.65,0.24,-1.05,-6.27,24.41,2,1.56,landsat,
cit_riberas_del_parana_oeste,2020,4,25.35,0.94,-0.35,-5.43,24.41,2,2.11,landsat,
san_martin_sureste,2020,4,25.62,1.21,-0.08,-7.76,24.41,2,1.32,landsat,
horacio_quiroga,2020,4,24.61,0.2,-1.09,-6.41,24.41,2,2.5,landsat,
la_eugenia,2020,4,23.41,-1.0,-2.29,-6.54,24.41,2,1.99,landsat,
dm_villa_urquiza_sureste,2020,4,27.62,3.21,1.92,-7.79,24.41,2,0.11,landsat,
el_portal,2020,4,23.85,-0.56,-1.85,-7.89,24.41,2,0.82,landsat,
porvenir_2,2020,4,25.44,1.03,-0.26,-4.97,24.41,2,2.04,landsat,
a_3_2_sector_b,2020,5,22.95,0.48,0.23,0.87,22.47,1,0.0,landsat,
colonia_laosiana,2020,5,22.28,-0.19,-0.44,-1.16,22.47,1,0.0,landsat,
23_de_septiembre,2020,5,23.01,0.54,0.29,-0.74,22.47,1,0.0,landsat,
villa_mola,2020,5,23.99,1.52,1.27,1.86,22.47,1,0.0,landsat,
san_marcos,2020,5,21.55,-0.92,-1.17,-1.03,22.47,1,0.0,landsat,
las_dolores,2020,5,23.08,0.61,0.36,-1.47,22.47,1,0.0,landsat,
el_palomar,2020,5,22.28,-0.19,-0.44,-0.09,22.47,1,0.0,landsat,
alta_gracia,2020,5,21.94,-0.53,-0.78,-1.08,22.47,1,0.0,landsat,
santa_rita,2020,5,22.77,0.3,0.05,0.81,22.47,1,0.0,landsat,
san_martin,2020,5,22.5,0.03,-0.22,-0.75,22.47,1,0.0,landsat,
villa_sarita,2020,5,22.22,-0.25,-0.5,-1.26,22.47,1,0.0,landsat,
el_brete,2020,5,23.26,0.79,0.54,-1.02,22.47,1,0.0,landsat,
luis_piedrabuena,2020,5,22.85,0.38,0.13,-0.84,22.47,1,0.0,landsat,
san_lucas,2020,5,22.38,-0.09,-0.34,-1.18,22.47,1,0.0,landsat,
monsenor_kemerer,2020,5,23.31,0.84,0.59,-0.95,22.47,1,0.0,landsat,
rocamora,2020,5,22.46,-0.01,-0.26,-0.97,22.47,1,0.0,landsat,
yacyreta,2020,5,22.67,0.2,-0.05,-0.65,22.47,1,0.0,landsat,
villa_urquiza,2020,5,22.99,0.52,0.27,0.84,22.47,1,0.0,landsat,
complejo_habitacional_virgen_de_fatima,2020,5,23.67,1.2,0.95,-0.53,22.47,1,0.0,landsat,
a4_nueva_esperanza,2020,5,24.75,2.28,2.03,-1.37,22.47,1,0.0,landsat,
el_laurel,2020,5,22.18,-0.29,-0.54,-1.19,22.47,1,0.0,landsat,
cima_del_sol,2020,5,22.08,-0.39,-0.64,-1.48,22.47,1,0.0,landsat,
san_isidro,2020,5,23.67,1.2,0.95,-0.72,22.47,1,0.0,landsat,
lomas_de_garupa,2020,5,23.27,0.8,0.55,-0.17,22.47,1,0.0,landsat,
santa_helena,2020,5,23.11,0.64,0.39,-1.26,22.47,1,0.0,landsat,
fatima,2020,5,22.57,0.1,-0.15,-0.77,22.47,1,0.0,landsat,
don_santiago,2020,5,22.33,-0.14,-0.39,-0.94,22.47,1,0.0,landsat,
nu_pora,2020,5,22.65,0.18,-0.07,0.34,22.47,1,0.0,landsat,
miguel_lanus,2020,5,22.53,0.06,-0.19,-0.24,22.47,1,0.0,landsat,
norte,2020,5,21.2,-1.27,-1.52,-0.49,22.47,1,0.0,landsat,
centro,2020,5,21.9,-0.57,-0.82,-0.9,22.47,1,0.0,landsat,
complejo_gervasio_artigas,2020,5,21.61,-0.86,-1.11,-1.04,22.47,1,0.0,landsat,
federal,2020,5,22.2,-0.27,-0.52,-1.22,22.47,1,0.0,landsat,
nemesio_parma,2020,5,23.22,0.75,0.5,-0.94,22.47,1,0.0,landsat,
villa_cabello,2020,5,23.11,0.64,0.39,-1.13,22.47,1,0.0,landsat,
itaembe_pora,2020,5,23.09,0.62,0.37,-1.05,22.47,1,0.0,landsat,
itaembe_mini,2020,5,23.7,1.23,0.98,-0.96,22.47,1,0.0,landsat,
aguas_corrientes,2020,5,22.54,0.07,-0.18,-0.86,22.47,1,0.0,landsat,
chacra_32,2020,5,23.06,0.59,0.34,-0.12,22.47,1,0.0,landsat,
villa_bonita,2020,5,22.98,0.51,0.26,-0.78,22.47,1,0.0,landsat,
itaembe_guazu,2020,5,22.97,0.5,0.25,-0.68,22.47,1,0.0,landsat,
posadas_completa,2020,5,22.79,0.32,0.07,-0.75,22.47,1,0.0,landsat,
dm_santa_rita,2020,5,23.12,0.65,0.4,0.73,22.47,1,0.0,landsat,
dm_itaembe_mini_este,2020,5,22.55,0.08,-0.17,-1.16,22.47,1,0.0,landsat,
dm_miguel_lanus,2020,5,22.17,-0.3,-0.55,-0.46,22.47,1,0.0,landsat,
cit_riberas_del_parana,2020,5,22.96,0.49,0.24,-0.85,22.47,1,0.0,landsat,
dm_villa_urquiza,2020,5,23.01,0.54,0.29,0.64,22.47,1,0.0,landsat,
dm_santa_rita_suroeste,2020,5,22.74,0.27,0.02,-0.15,22.47,1,0.0,landsat,
puerto_canela,2020,5,22.97,0.5,0.25,-0.98,22.47,1,0.0,landsat,
villa_dolores,2020,5,22.93,0.46,0.21,-0.85,22.47,1,0.0,landsat,
dm_itaembe_mini_este_suroeste,2020,5,22.87,0.4,0.15,-0.45,22.47,1,0.0,landsat,
los_patitos,2020,5,21.95,-0.52,-0.77,-1.43,22.47,1,0.0,landsat,
cit_riberas_del_parana_oeste,2020,5,22.63,0.16,-0.09,-0.57,22.47,1,0.0,landsat,
san_martin_sureste,2020,5,22.75,0.28,0.03,-0.5,22.47,1,0.0,landsat,
horacio_quiroga,2020,5,22.04,-0.43,-0.68,-0.09,22.47,1,0.0,landsat,
la_eugenia,2020,5,21.69,-0.78,-1.03,-1.83,22.47,1,0.0,landsat,
dm_villa_urquiza_sureste,2020,5,23.85,1.38,1.13,2.28,22.47,1,0.0,landsat,
el_portal,2020,5,22.0,-0.47,-0.72,-1.33,22.47,1,0.0,landsat,
porvenir_2,2020,5,22.36,-0.11,-0.36,-1.05,22.47,1,0.0,landsat,
a_3_2_sector_b,2020,8,23.26,0.69,0.2,1.4,22.57,2,0.38,landsat,
colonia_laosiana,2020,8,22.71,0.14,-0.35,0.9,22.57,2,0.36,landsat,
23_de_septiembre,2020,8,24.07,1.5,1.01,2.34,22.57,2,1.01,landsat,
villa_mola,2020,8,23.63,1.06,0.57,1.5,22.57,2,0.79,landsat,
san_marcos,2020,8,21.77,-0.8,-1.29,2.0,22.57,2,0.11,landsat,
las_dolores,2020,8,23.47,0.9,0.41,1.39,22.57,2,0.73,landsat,
el_palomar,2020,8,23.09,0.52,0.03,2.3,22.57,2,0.93,landsat,
alta_gracia,2020,8,22.7,0.13,-0.36,1.89,22.57,2,0.87,landsat,
santa_rita,2020,8,23.2,0.63,0.14,1.98,22.57,2,0.84,landsat,
san_martin,2020,8,23.13,0.56,0.07,2.07,22.57,2,0.84,landsat,
villa_sarita,2020,8,22.44,-0.13,-0.62,2.15,22.57,2,0.82,landsat,
