poligono_id,anio,no2_mol_m2,no2_relativo_bbox,n_imagenes_no2,so2_mol_m2,n_imagenes_so2,co_mol_m2,n_imagenes_co,hcho_mol_m2,n_imagenes_hcho,ch4_ppb,n_imagenes_ch4,ch4_calidad,o3_du,n_imagenes_o3,o3_calidad
villa_cabello,2022,1.636495e-05,1.2705,5152,4.858646e-05,5160,2.402121e-02,5156,1.332276e-04,5134,1849.023,4667,baja,275.89,5168,baja
itaembe_pora,2022,1.285791e-05,0.9982,5152,6.411573e-05,5160,2.379354e-02,5156,1.104615e-04,5134,1834.0703,4667,baja,275.77,5168,baja
itaembe_mini,2022,1.397007e-05,1.0846,5152,8.006837e-05,5160,2.398148e-02,5156,1.180568e-04,5134,1838.5917,4667,baja,275.79,5168,baja
aguas_corrientes,2022,1.667229e-05,1.2944,5152,1.165330e-04,5160,2.427678e-02,5156,1.433409e-04,5134,,4667,baja,275.98,5168,baja
chacra_32,2022,1.459312e-05,1.1329,5152,1.415302e-04,5160,2.417067e-02,5156,1.373361e-04,5134,1817.035,4667,baja,275.87,5168,baja
bajada_vieja,2022,1.599433e-05,1.2417,5152,9.219630e-05,5160,2.428373e-02,5156,1.401703e-04,5134,,4667,baja,275.9,5168,baja
villa_bonita,2022,1.337495e-05,1.0384,5152,5.611670e-05,5160,2.434907e-02,5156,1.276496e-04,5134,1815.1446,4667,baja,276.04,5168,baja
itaembe_guazu,2022,1.295973e-05,1.0061,5152,3.904703e-05,5160,2.438605e-02,5156,1.151258e-04,5134,1832.8893,4667,baja,275.62,5168,baja
posadas_completa,2022,1.411906e-05,1.0961,5152,7.491066e-05,5160,2.405882e-02,5156,1.267340e-04,5134,1834.167,4667,baja,275.83,5168,baja
a_3_2_sector_b,2023,1.520234e-05,1.1362,5077,1.222890e-04,5166,2.567458e-02,5162,1.624047e-04,5170,1839.4476,4626,baja,279.59,5163,baja
colonia_laosiana,2023,1.346547e-05,1.0063,5077,7.548330e-05,5166,2.628497e-02,5162,1.434595e-04,5170,1854.7172,4626,baja,279.33,5163,baja
san_jorge,2023,1.547410e-05,1.1565,5077,1.219098e-04,5166,2.574893e-02,5162,1.480770e-04,5170,1844.8978,4626,baja,279.66,5163,baja
23_de_septiembre,2023,1.617383e-05,1.2088,5077,1.466397e-04,5166,2.618055e-02,5162,1.500245e-04,5170,1847.0027,4626,baja,279.66,5163,baja
villa_mola,2023,1.491010e-05,1.1143,5077,1.275343e-04,5166,2.660748e-02,5162,1.675245e-04,5170,1843.0633,4626,baja,279.47,5163,baja
san_marcos,2023,1.511992e-05,1.13,5077,1.073212e-04,5166,2.577240e-02,5162,1.481710e-04,5170,1844.1579,4626,baja,279.58,5163,baja
las_dolores,2023,1.427983e-05,1.0672,5077,1.086142e-04,5166,2.569454e-02,5162,1.507642e-04,5170,1847.7315,4626,baja,279.47,5163,baja
el_palomar,2023,1.583632e-05,1.1835,5077,1.289394e-04,5166,2.629563e-02,5162,1.614298e-04,5170,1844.7862,4626,baja,279.66,5163,baja
alta_gracia,2023,1.645796e-05,1.23,5077,1.376722e-04,5166,2.612685e-02,5162,1.401989e-04,5170,1848.2318,4626,baja,279.62,5163,baja
santa_rita,2023,1.625866e-05,1.2151,5077,1.105032e-04,5166,2.606004e-02,5162,1.273551e-04,5170,1852.1425,4626,baja,279.46,5163,baja
san_martin,2023,1.681283e-05,1.2565,5077,1.336726e-04,5166,2.626650e-02,5162,1.464080e-04,5170,1846.5941,4626,baja,279.59,5163,baja
villa_sarita,2023,1.637335e-05,1.2237,5077,1.301884e-04,5166,2.640026e-02,5162,1.705858e-04,5170,1842.2589,4626,baja,279.46,5163,baja
el_brete,2023,1.664086e-05,1.2437,5077,1.478779e-04,5166,2.623549e-02,5162,1.578954e-04,5170,1842.7273,4626,baja,279.54,5163,baja
luis_piedrabuena,2023,1.597634e-05,1.194,5077,1.210672e-04,5166,2.581551e-02,5162,1.432111e-04,5170,1850.6067,4626,baja,279.59,5163,baja
san_lucas,2023,1.481761e-05,1.1074,5077,1.099394e-04,5166,2.572078e-02,5162,1.478199e-04,5170,1845.8116,4626,baja,279.55,5163,baja
monsenor_kemerer,2023,1.660815e-05,1.2412,5077,1.342946e-04,5166,2.611316e-02,5162,1.453384e-04,5170,1846.3985,4626,baja,279.51,5163,baja
rocamora,2023,1.648492e-05,1.232,5077,1.401243e-04,5166,2.624187e-02,5162,1.484759e-04,5170,1846.6432,4626,baja,279.63,5163,baja
yacyreta,2023,1.692901e-05,1.2652,5077,1.257567e-04,5166,2.611939e-02,5162,1.425411e-04,5170,1847.5607,4626,baja,279.54,5163,baja
villa_urquiza,2023,1.590816e-05,1.1889,5077,1.401678e-04,5166,2.612103e-02,5162,1.612892e-04,5170,1845.0244,4626,baja,279.66,5163,baja
complejo_habitacional_virgen_de_fatima,2023,1.449693e-05,1.0834,5077,1.075168e-04,5166,2.565198e-02,5162,1.620931e-04,5170,1834.5986,4626,baja,279.51,5163,baja
a4_nueva_esperanza,2023,1.392281e-05,1.0405,5077,1.002100e-04,5166,2.551818e-02,5162,1.560188e-04,5170,1841.5618,4626,baja,279.59,5163,baja
el_laurel,2023,1.673613e-05,1.2508,5077,1.519139e-04,5166,2.613636e-02,5162,1.548309e-04,5170,1842.0188,4626,baja,279.53,5163,baja
cima_del_sol,2023,1.371085e-05,1.0247,5077,1.020397e-04,5166,2.558879e-02,5162,1.574368e-04,5170,1843.9629,4626,baja,279.51,5163,baja
san_isidro,2023,1.268117e-05,0.9477,5077,9.561918e-05,5166,2.577453e-02,5162,1.495129e-04,5170,1846.3338,4626,baja,279.37,5163,baja
lomas_de_garupa,2023,1.302754e-05,0.9736,5077,1.104149e-04,5166,2.608181e-02,5162,1.511433e-04,5170,1833.2806,4626,baja,279.47,5163,baja
santa_helena,2023,1.387967e-05,1.0373,5077,1.097698e-04,5166,2.563642e-02,5162,1.310015e-04,5170,1843.1228,4626,baja,279.36,5163,baja
fatima,2023,1.436934e-05,1.0739,5077,9.761372e-05,5166,2.575165e-02,5162,1.607901e-04,5170,1834.3999,4626,baja,279.48,5163,baja
don_santiago,2023,1.319627e-05,0.9862,5077,1.199962e-04,5166,2.581316e-02,5162,1.387456e-04,5170,1840.2955,4626,baja,279.42,5163,baja
nu_pora,2023,1.367670e-05,1.0221,5077,9.790804e-05,5166,2.593895e-02,5162,1.552062e-04,5170,1833.8387,4626,baja,279.47,5163,baja
miguel_lanus,2023,1.485079e-05,1.1099,5077,1.218886e-04,5166,2.557565e-02,5162,1.638673e-04,5170,1836.2331,4626,baja,279.56,5163,baja
norte,2023,1.245315e-05,0.9307,5077,1.003391e-04,5166,2.626825e-02,5162,1.402903e-04,5170,1836.9538,4626,baja,279.5,5163,baja
centro,2023,1.595894e-05,1.1927,5077,1.326660e-04,5166,2.637832e-02,5162,1.649763e-04,5170,1843.5539,4626,baja,279.53,5163,baja
complejo_gervasio_artigas,2023,1.224031e-05,0.9148,5077,1.016105e-04,5166,2.616855e-02,5162,1.240113e-04,5170,1840.328,4626,baja,279.48,5163,baja
federal,2023,1.247863e-05,0.9326,5077,9.611327e-05,5166,2.622174e-02,5162,1.156814e-04,5170,1842.5805,4626,baja,279.41,5163,baja
nemesio_parma,2023,1.372724e-05,1.0259,5077,1.182448e-04,5166,2.635512e-02,5162,1.367080e-04,5170,1838.5629,4626,baja,279.74,5163,baja
villa_cabello,2023,1.590281e-05,1.1885,5077,1.548921e-04,5166,2.607254e-02,5162,1.406995e-04,5170,1848.4091,4626,baja,279.43,5163,baja
itaembe_pora,2023,1.394559e-05,1.0422,5077,1.017314e-04,5166,2.604254e-02,5162,1.487828e-04,5170,1852.4671,4626,baja,279.42,5163,baja
itaembe_mini,2023,1.474830e-05,1.1022,5077,8.801939e-05,5166,2.611262e-02,5162,1.436265e-04,5170,1854.8275,4626,baja,279.4,5163,baja
aguas_corrientes,2023,1.651367e-05,1.2342,5077,1.402342e-04,5166,2.623197e-02,5162,1.523099e-04,5170,1846.0323,4626,baja,279.63,5163,baja
chacra_32,2023,1.615762e-05,1.2075,5077,1.531743e-04,5166,2.605340e-02,5162,1.478143e-04,5170,1847.385,4626,baja,279.65,5163,baja
bajada_vieja,2023,1.574779e-05,1.1769,5077,1.292732e-04,5166,2.645691e-02,5162,1.697100e-04,5170,1842.3235,4626,baja,279.43,5163,baja
villa_bonita,2023,1.360453e-05,1.0167,5077,1.049165e-04,5166,2.584445e-02,5162,1.499119e-04,5170,1837.6189,4626,baja,279.45,5163,baja
itaembe_guazu,2023,1.327337e-05,0.992,5077,9.251459e-05,5166,2.641016e-02,5162,1.327878e-04,5170,1854.8776,4626,baja,279.4,5163,baja
posadas_completa,2023,1.474315e-05,1.1018,5077,1.135769e-04,5166,2.601848e-02,5162,1.450256e-04,5170,1847.2973,4626,baja,279.51,5163,baja
a_3_2_sector_b,2024,1.267337e-05,1.0101,5164,5.542660e-05,5168,2.983801e-02,5169,1.493180e-04,5172,1840.0528,5165,baja,271.81,5173,baja
colonia_laosiana,2024,1.215820e-05,0.969,5164,1.618887e-04,5168,3.135385e-02,5169,1.366578e-04,5172,1857.9214,5165,baja,271.65,5173,baja
san_jorge,2024,1.366517e-05,1.0891,5164,2.710357e-05,5168,2.994191e-02,5169,1.498135e-04,5172,1847.3867,5165,baja,271.68,5173,baja
23_de_septiembre,2024,1.518978e-05,1.2106,5164,5.726636e-05,5168,3.100050e-02,5169,1.634967e-04,5172,1851.1592,5165,baja,271.57,5173,baja
villa_mola,2024,1.488076e-05,1.186,5164,6.070424e-05,5168,3.069466e-02,5169,1.613118e-04,5172,1848.8944,5165,baja,271.64,5173,baja
san_marcos,2024,1.335579e-05,1.0645,5164,4.358201e-05,5168,2.994155e-02,5169,1.500609e-04,5172,1850.624,5165,baja,271.74,5173,baja
las_dolores,2024,1.309351e-05,1.0436,5164,6.084240e-05,5168,3.006234e-02,5169,1.518268e-04,5172,1853.0235,5165,baja,271.68,5173,baja
el_palomar,2024,1.503764e-05,1.1985,5164,4.895672e-05,5168,3.054548e-02,5169,1.595556e-04,5172,1847.8048,5165,baja,271.58,5173,baja
alta_gracia,2024,1.482881e-05,1.1819,5164,2.097960e-04,5168,3.029026e-02,5169,1.586634e-04,5172,1851.3051,5165,baja,271.53,5173,baja
santa_rita,2024,1.502906e-05,1.1978,5164,2.739523e-04,5168,3.029742e-02,5169,1.541601e-04,5172,1857.2417,5165,baja,271.54,5173,baja
san_martin,2024,1.570323e-05,1.2516,5164,1.974258e-04,5168,3.035446e-02,5169,1.622788e-04,5172,1852.9056,5165,baja,271.54,5173,baja
villa_sarita,2024,1.555537e-05,1.2398,5164,7.477068e-05,5168,2.989961e-02,5169,1.586945e-04,5172,1849.905,5165,baja,271.61,5173,baja
el_brete,2024,1.649921e-05,1.315,5164,1.187691e-04,5168,2.939266e-02,5169,1.615203e-04,5172,1849.828,5165,baja,271.66,5173,baja
luis_piedrabuena,2024,1.399322e-05,1.1153,5164,1.410134e-04,5168,3.013637e-02,5169,1.523485e-04,5172,1854.0665,5165,baja,271.57,5173,baja
san_lucas,2024,1.328423e-05,1.0588,5164,5.033785e-05,5168,2.995572e-02,5169,1.505872e-04,5172,1852.0746,5165,baja,271.71,5173,baja
monsenor_kemerer,2024,1.585639e-05,1.2638,5164,2.908853e-04,5168,2.965611e-02,5169,1.571704e-04,5172,1853.0891,5165,baja,271.6,5173,baja
rocamora,2024,1.546961e-05,1.2329,5164,1.159753e-04,5168,3.069677e-02,5169,1.638304e-04,5172,1851.913,5165,baja,271.57,5173,baja
yacyreta,2024,1.571316e-05,1.2524,5164,2.783603e-04,5168,3.021266e-02,5169,1.559214e-04,5172,1854.6368,5165,baja,271.54,5173,baja
villa_urquiza,2024,1.504518e-05,1.1991,5164,4.619803e-05,5168,3.050446e-02,5169,1.611434e-04,5172,1845.9645,5165,baja,271.59,5173,baja
complejo_habitacional_virgen_de_fatima,2024,1.212840e-05,0.9666,5164,4.884097e-05,5168,2.951515e-02,5169,1.557167e-04,5172,1838.4789,5165,baja,271.8,5173,baja
a4_nueva_esperanza,2024,1.256392e-05,1.0014,5164,6.072113e-05,5168,2.987201e-02,5169,1.443335e-04,5172,1846.7112,5165,baja,271.76,5173,baja
el_laurel,2024,1.632515e-05,1.3011,5164,2.502320e-04,5168,2.901908e-02,5169,1.557838e-04,5172,1850.046,5165,baja,271.71,5173,baja
cima_del_sol,2024,1.270665e-05,1.0127,5164,7.371079e-05,5168,2.989710e-02,5169,1.477655e-04,5172,1848.775,5165,baja,271.77,5173,baja
san_isidro,2024,1.188872e-05,0.9475,5164,7.291609e-05,5168,3.038506e-02,5169,1.501607e-04,5172,1850.1181,5165,baja,271.88,5173,baja
lomas_de_garupa,2024,1.147420e-05,0.9145,5164,4.582491e-05,5168,3.029570e-02,5169,1.603978e-04,5172,1836.6083,5165,baja,271.85,5173,baja
santa_helena,2024,1.203706e-05,0.9594,5164,3.128711e-05,5168,3.094087e-02,5169,1.463789e-04,5172,1840.3419,5165,baja,271.7,5173,baja
fatima,2024,1.184332e-05,0.9439,5164,4.936699e-05,5168,2.964420e-02,5169,1.575318e-04,5172,1838.6737,5165,baja,271.79,5173,baja
don_santiago,2024,1.169316e-05,0.932,5164,3.830272e-05,5168,3.080358e-02,5169,1.557299e-04,5172,1839.0282,5165,baja,271.66,5173,baja
nu_pora,2024,1.156033e-05,0.9214,5164,4.822888e-05,5168,3.000353e-02,5169,1.610996e-04,5172,1837.697,5165,baja,271.83,5173,baja
miguel_lanus,2024,1.257872e-05,1.0025,5164,5.284159e-05,5168,2.959271e-02,5169,1.521949e-04,5172,1838.8103,5165,baja,271.82,5173,baja
norte,2024,1.136542e-05,0.9058,5164,4.657254e-05,5168,3.067589e-02,5169,1.566610e-04,5172,1839.0362,5165,baja,271.73,5173,baja
centro,2024,1.522691e-05,1.2136,5164,6.877550e-05,5168,3.045038e-02,5169,1.616767e-04,5172,1849.9198,5165,baja,271.61,5173,baja
complejo_gervasio_artigas,2024,1.164734e-05,0.9283,5164,4.286372e-05,5168,3.126758e-02,5169,1.533127e-04,5172,1839.5186,5165,baja,271.62,5173,baja
federal,2024,1.191294e-05,0.9495,5164,4.937242e-05,5168,3.085072e-02,5169,1.554345e-04,5172,1838.1187,5165,baja,271.62,5173,baja
nemesio_parma,2024,1.343935e-05,1.0711,5164,4.208299e-05,5168,3.124836e-02,5169,1.559741e-04,5172,1841.6893,5165,baja,271.64,5173,baja
villa_cabello,2024,1.570529e-05,1.2517,5164,2.810090e-04,5168,2.984568e-02,5169,1.598759e-04,5172,1852.8401,5165,baja,271.65,5173,baja
itaembe_pora,2024,1.204939e-05,0.9603,5164,7.614438e-05,5168,3.101184e-02,5169,1.441077e-04,5172,1857.2549,5165,baja,271.65,5173,baja
itaembe_mini,2024,1.307027e-05,1.0417,5164,1.603344e-04,5168,3.083212e-02,5169,1.460290e-04,5172,1857.6171,5165,baja,271.64,5173,baja
aguas_corrientes,2024,1.558770e-05,1.2424,5164,9.918376e-05,5168,3.061653e-02,5169,1.645716e-04,5172,1851.6311,5165,baja,271.58,5173,baja
chacra_32,2024,1.466621e-05,1.1689,5164,9.040817e-05,5168,3.036004e-02,5169,1.607509e-04,5172,1848.4864,5165,baja,271.57,5173,baja
bajada_vieja,2024,1.536002e-05,1.2242,5164,7.111980e-05,5168,3.026547e-02,5169,1.605771e-04,5172,1849.3564,5165,baja,271.64,5173,baja
villa_bonita,2024,1.165129e-05,0.9286,5164,5.099696e-05,5168,3.067342e-02,5169,1.495203e-04,5172,1838.8236,5165,baja,271.78,5173,baja
itaembe_guazu,2024,1.257982e-05,1.0026,5164,2.823462e-04,5168,3.130612e-02,5169,1.274690e-04,5172,1856.5329,5165,baja,271.65,5173,baja
posadas_completa,2024,1.363471e-05,1.0867,5164,1.399107e-04,5168,3.047849e-02,5169,1.484394e-04,5172,1851.116,5165,baja,271.66,5173,baja
a_3_2_sector_b,2025,1.382504e-05,1.061,5031,5.120466e-05,5169,2.340496e-02,5167,1.292007e-04,5170,1850.7711,5159,baja,282.59,5042,baja
colonia_laosiana,2025,1.362720e-05,1.0458,5031,2.631567e-05,5169,2.378395e-02,5167,1.205578e-04,5170,1864.3111,5159,baja,282.48,5042,baja
san_jorge,2025,1.313061e-05,1.0077,5031,6.030519e-05,5169,2.356011e-02,5167,1.212154e-04,5170,1855.4562,5159,baja,282.51,5042,baja
23_de_septiembre,2025,1.468702e-05,1.1271,5031,6.233512e-05,5169,2.376732e-02,5167,1.460950e-04,5170,1860.1041,5159,baja,282.29,5042,baja
villa_mola,2025,1.410571e-05,1.0825,5031,5.216476e-05,5169,2.398285e-02,5167,1.433041e-04,5170,1858.2915,5159,baja,282.3,5042,baja
san_marcos,2025,1.321071e-05,1.0138,5031,8.275789e-05,5169,2.358579e-02,5167,1.174353e-04,5170,1857.2281,5159,baja,282.44,5042,baja
las_dolores,2025,1.314077e-05,1.0085,5031,7.894836e-05,5169,2.361812e-02,5167,1.149522e-04,5170,1858.8705,5159,baja,282.45,5042,baja
el_palomar,2025,1.405281e-05,1.0785,5031,5.595411e-05,5169,2.383237e-02,5167,1.418094e-04,5170,1858.4139,5159,baja,282.31,5042,baja
alta_gracia,2025,1.436697e-05,1.1026,5031,5.728197e-05,5169,2.375490e-02,5167,1.259952e-04,5170,1859.3803,5159,baja,282.39,5042,baja
santa_rita,2025,1.541942e-05,1.1833,5031,6.306488e-05,5169,2.392167e-02,5167,1.306453e-04,5170,1862.9527,5159,baja,282.39,5042,baja
san_martin,2025,1.532655e-05,1.1762,5031,5.652693e-05,5169,2.389052e-02,5167,1.406302e-04,5170,1861.8702,5159,baja,282.33,5042,baja
villa_sarita,2025,1.533130e-05,1.1766,5031,4.477666e-05,5169,2.396528e-02,5167,1.401893e-04,5170,1859.1997,5159,baja,282.4,5042,baja
el_brete,2025,1.655514e-05,1.2705,5031,3.963147e-05,5169,2.387611e-02,5167,1.365012e-04,5170,1858.6803,5159,baja,282.55,5042,baja
luis_piedrabuena,2025,1.388837e-05,1.0659,5031,6.362791e-05,5169,2.357505e-02,5167,1.141849e-04,5170,1860.2593,5159,baja,282.41,5042,baja
san_lucas,2025,1.322205e-05,1.0147,5031,8.658399e-05,5169,2.360605e-02,5167,1.172155e-04,5170,1857.9667,5159,baja,282.44,5042,baja
monsenor_kemerer,2025,1.633317e-05,1.2535,5031,3.178859e-05,5169,2.395121e-02,5167,1.366443e-04,5170,1861.6193,5159,baja,282.46,5042,baja
rocamora,2025,1.498121e-05,1.1497,5031,6.019413e-05,5169,2.383669e-02,5167,1.430995e-04,5170,1860.8884,5159,baja,282.31,5042,baja
yacyreta,2025,1.575678e-05,1.2092,5031,4.322949e-05,5169,2.393097e-02,5167,1.372940e-04,5170,1863.1388,5159,baja,282.35,5042,baja
villa_urquiza,2025,1.382432e-05,1.0609,5031,5.266559e-05,5169,2.378399e-02,5167,1.396846e-04,5170,1856.8185,5159,baja,282.37,5042,baja
complejo_habitacional_virgen_de_fatima,2025,1.384375e-05,1.0624,5031,3.165354e-05,5169,2.340798e-02,5167,1.383943e-04,5170,1848.4836,5159,baja,282.68,5042,baja
a4_nueva_esperanza,2025,1.315780e-05,1.0098,5031,6.629313e-05,5169,2.353767e-02,5167,1.109260e-04,5170,1856.5446,5159,baja,282.5,5042,baja
el_laurel,2025,1.676465e-05,1.2866,5031,2.860175e-05,5169,2.388181e-02,5167,1.406519e-04,5170,1857.598,5159,baja,282.56,5042,baja
cima_del_sol,2025,1.293899e-05,0.993,5031,6.778377e-05,5169,2.353755e-02,5167,1.101174e-04,5170,1857.6141,5159,baja,282.45,5042,baja
san_isidro,2025,1.237179e-05,0.9495,5031,5.271743e-05,5169,2.353305e-02,5167,1.147970e-04,5170,1858.407,5159,baja,282.46,5042,baja
lomas_de_garupa,2025,1.306359e-05,1.0026,5031,4.223335e-05,5169,2.330797e-02,5167,1.312252e-04,5170,1845.2067,5159,baja,282.68,5042,baja
santa_helena,2025,1.136013e-05,0.8718,5031,4.554183e-05,5169,2.363152e-02,5167,1.231727e-04,5170,1852.1313,5159,baja,282.48,5042,baja
fatima,2025,1.375575e-05,1.0557,5031,2.643491e-05,5169,2.341399e-02,5167,1.399627e-04,5170,1848.1948,5159,baja,282.68,5042,baja
don_santiago,2025,1.230794e-05,0.9446,5031,4.462493e-05,5169,2.356127e-02,5167,1.160547e-04,5170,1850.2079,5159,baja,282.62,5042,baja
nu_pora,2025,1.344764e-05,1.032,5031,2.810060e-05,5169,2.332724e-02,5167,1.373675e-04,5170,1846.5788,5159,baja,282.68,5042,baja
miguel_lanus,2025,1.399224e-05,1.0738,5031,4.605467e-05,5169,2.339722e-02,5167,1.339750e-04,5170,1849.3406,5159,baja,282.65,5042,baja
norte,2025,1.206072e-05,0.9256,5031,6.458051e-05,5169,2.362968e-02,5167,1.111623e-04,5170,1847.1566,5159,baja,282.55,5042,baja
centro,2025,1.471952e-05,1.1296,5031,4.795089e-05,5169,2.395861e-02,5167,1.391240e-04,5170,1859.4697,5159,baja,282.33,5042,baja
complejo_gervasio_artigas,2025,1.190790e-05,0.9139,5031,7.069009e-05,5169,2.352693e-02,5167,9.844743e-05,5170,1849.7518,5159,baja,282.5,5042,baja
federal,2025,1.206184e-05,0.9257,5031,7.530033e-05,5169,2.342248e-02,5167,9.730094e-05,5170,1849.5495,5159,baja,282.46,5042,baja
nemesio_parma,2025,1.337155e-05,1.0262,5031,1.237131e-04,5169,2.384326e-02,5167,1.313891e-04,5170,1846.1428,5159,baja,282.84,5042,baja
villa_cabello,2025,1.612645e-05,1.2376,5031,4.664057e-05,5169,2.400390e-02,5167,1.367383e-04,5170,1860.6714,5159,baja,282.44,5042,baja
itaembe_pora,2025,1.352084e-05,1.0376,5031,4.630461e-05,5169,2.365515e-02,5167,1.116400e-04,5170,1862.1103,5159,baja,282.53,5042,baja
itaembe_mini,2025,1.415859e-05,1.0866,5031,5.481627e-05,5169,2.364882e-02,5167,1.158309e-04,5170,1863.1603,5159,baja,282.56,5042,baja
aguas_corrientes,2025,1.506272e-05,1.156,5031,5.714231e-05,5169,2.387029e-02,5167,1.410100e-04,5170,1860.8939,5159,baja,282.34,5042,baja
chacra_32,2025,1.375394e-05,1.0555,5031,5.225537e-05,5169,2.370095e-02,5167,1.285452e-04,5170,1857.0507,5159,baja,282.43,5042,baja
bajada_vieja,2025,1.517184e-05,1.1643,5031,5.257955e-05,5169,2.401240e-02,5167,1.442713e-04,5170,1858.6876,5159,baja,282.37,5042,baja
villa_bonita,2025,1.301245e-05,0.9986,5031,2.606773e-05,5169,2.347975e-02,5167,1.278130e-04,5170,1850.8069,5159,baja,282.62,5042,baja
itaembe_guazu,2025,1.384164e-05,1.0623,5031,5.303184e-05,5169,2.407439e-02,5167,1.348924e-04,5170,1864.1641,5159,baja,282.45,5042,baja
posadas_completa,2025,1.396747e-05,1.0719,5031,5.931101e-05,5169,2.379877e-02,5167,1.292081e-04,5170,1858.852,5159,baja,282.48,5042,baja
