poligono_id,metrica,anio_proyeccion,valor_pred,ci_inferior,ci_superior,modelo,r2,confianza,n_obs
rocamora,viviendas,2035,2041.679,1810.906,2272.451,lineal,0.9355,alta,8
san_isidro,viviendas,2027,1227.405,1079.975,1374.835,lineal,0.8985,alta,8
san_isidro,viviendas,2030,1377.012,1193.941,1560.083,lineal,0.8985,alta,8
san_isidro,viviendas,2035,1626.357,1372.653,1880.061,lineal,0.8985,alta,8
san_jorge,viviendas,2027,522.667,480.698,564.636,lineal,0.7335,media,8
san_jorge,viviendas,2030,546.417,494.302,598.532,lineal,0.7335,media,8
san_jorge,viviendas,2035,586.0,513.778,658.222,lineal,0.7335,media,8
san_lucas,viviendas,2027,481.512,435.014,528.01,lineal,0.9747,alta,8
san_lucas,viviendas,2030,579.905,522.166,637.643,lineal,0.9747,alta,8
san_lucas,viviendas,2035,743.893,663.878,823.908,lineal,0.9747,alta,8
san_marcos,viviendas,2027,258.5,228.006,288.994,lineal,0.9459,alta,8
san_marcos,viviendas,2030,302.0,264.134,339.866,lineal,0.9459,alta,8
san_marcos,viviendas,2035,374.5,322.025,426.975,lineal,0.9459,alta,8
san_martin,viviendas,2027,1473.298,1281.48,1665.115,lineal,0.9286,alta,8
san_martin,viviendas,2030,1709.369,1471.18,1947.558,lineal,0.9286,alta,8
san_martin,viviendas,2035,2102.821,1772.734,2432.909,lineal,0.9286,alta,8
santa_helena,viviendas,2027,1810.976,1657.641,1964.311,lineal,0.9182,alta,8
santa_helena,viviendas,2030,1986.19,1795.787,2176.594,lineal,0.9182,alta,8
santa_helena,viviendas,2035,2278.214,2014.35,2542.079,lineal,0.9182,alta,8
santa_rita,viviendas,2027,1118.417,944.383,1292.45,lineal,0.8543,alta,8
santa_rita,viviendas,2030,1262.167,1046.061,1478.272,lineal,0.8543,alta,8
santa_rita,viviendas,2035,1501.75,1202.266,1801.234,lineal,0.8543,alta,8
villa_bonita,viviendas,2027,2351.524,2021.201,2681.846,lineal,0.8953,alta,8
villa_bonita,viviendas,2030,2681.06,2270.882,3091.237,lineal,0.8953,alta,8
villa_bonita,viviendas,2035,3230.286,2661.853,3798.718,lineal,0.8953,alta,8
villa_cabello,viviendas,2027,4804.31,4233.294,5375.326,lineal,0.8906,alta,8
villa_cabello,viviendas,2030,5360.024,4650.966,6069.081,lineal,0.8906,alta,8
villa_cabello,viviendas,2035,6286.214,5303.587,7268.841,lineal,0.8906,alta,8
villa_mola,viviendas,2027,593.321,542.186,644.457,lineal,0.9126,alta,8
villa_mola,viviendas,2030,649.679,586.181,713.176,lineal,0.9126,alta,8
villa_mola,viviendas,2035,743.607,655.611,831.603,lineal,0.9126,alta,8
villa_sarita,viviendas,2027,2076.786,1923.398,2230.173,lineal,0.8829,alta,8
villa_sarita,viviendas,2030,2220.464,2029.996,2410.933,lineal,0.8829,alta,8
villa_sarita,viviendas,2035,2459.929,2195.973,2723.884,lineal,0.8829,alta,8
villa_urquiza,viviendas,2027,2329.429,2092.637,2566.22,lineal,0.8928,alta,8
villa_urquiza,viviendas,2030,2562.571,2268.536,2856.607,lineal,0.8928,alta,8
villa_urquiza,viviendas,2035,2951.143,2543.662,3358.624,lineal,0.8928,alta,8
yacyreta,viviendas,2027,1499.893,1302.13,1697.655,lineal,0.9388,alta,8
yacyreta,viviendas,2030,1764.107,1518.536,2009.678,lineal,0.9388,alta,8
yacyreta,viviendas,2035,2204.464,1864.147,2544.782,lineal,0.9388,alta,8
